date,year,month,line_name_full,name_station,metric_abb,value
2018-04-01,2018,Abril,Linha 1 - Azul,São Judas,mdu,21
2018-04-01,2018,Abril,Linha 1 - Azul,Saúde,mdu,38
2018-04-01,2018,Abril,Linha 1 - Azul,Praça da Árvore,mdu,23
2018-04-01,2018,Abril,Linha 1 - Azul,Santa Cruz,mdu,63
2018-04-01,2018,Abril,Linha 1 - Azul,Vila Mariana,mdu,33
2018-04-01,2018,Abril,Linha 1 - Azul,Ana Rosa,mdu,93
2018-04-01,2018,Abril,Linha 1 - Azul,Paraíso,mdu,119
2018-04-01,2018,Abril,Linha 1 - Azul,Vergueiro,mdu,34
2018-04-01,2018,Abril,Linha 1 - Azul,São Joaquim,mdu,57
2018-04-01,2018,Abril,Linha 1 - Azul,Liberdade,mdu,30
2018-04-01,2018,Abril,Linha 1 - Azul,Sé,mdu,257
2018-04-01,2018,Abril,Linha 1 - Azul,São Bento,mdu,72
2018-04-01,2018,Abril,Linha 1 - Azul,Luz,mdu,182
2018-04-01,2018,Abril,Linha 1 - Azul,Tiradentes,mdu,19
2018-04-01,2018,Abril,Linha 1 - Azul,Armênia,mdu,31
2018-04-01,2018,Abril,Linha 1 - Azul,Portuguesa-Tietê,mdu,64
2018-04-01,2018,Abril,Linha 1 - Azul,Carandiru,mdu,16
2018-04-01,2018,Abril,Linha 1 - Azul,Santana,mdu,67
2018-04-01,2018,Abril,Linha 1 - Azul,Jardim São Paulo-Ayrton Senna,mdu,15
2018-04-01,2018,Abril,Linha 1 - Azul,Parada Inglesa,mdu,18
2018-04-01,2018,Abril,Linha 1 - Azul,Tucuruvi,mdu,71
2018-04-01,2018,Abril,Linha 2 - Verde,Vila Prudente,mdu,58
2018-04-01,2018,Abril,Linha 2 - Verde,Tamanduateí,mdu,71
2018-04-01,2018,Abril,Linha 2 - Verde,Sacomã,mdu,42
2018-04-01,2018,Abril,Linha 2 - Verde,Alto do Ipiranga,mdu,21
2018-04-01,2018,Abril,Linha 2 - Verde,Santos-Imigrantes,mdu,16
2018-04-01,2018,Abril,Linha 2 - Verde,Chácara Klabin,mdu,7
2018-04-01,2018,Abril,Linha 2 - Verde,Ana Rosa,mdu,84
2018-04-01,2018,Abril,Linha 2 - Verde,Paraíso,mdu,77
2018-04-01,2018,Abril,Linha 2 - Verde,Brigadeiro,mdu,60
2018-04-01,2018,Abril,Linha 2 - Verde,Trianon-Masp,mdu,58
2018-04-01,2018,Abril,Linha 2 - Verde,Consolação,mdu,146
2018-04-01,2018,Abril,Linha 2 - Verde,Clínicas,mdu,30
2018-04-01,2018,Abril,Linha 2 - Verde,Santuário N.S. de Fátima-Sumaré,mdu,15
2018-04-01,2018,Abril,Linha 2 - Verde,Vila Madalena,mdu,28
2018-04-01,2018,Abril,Linha 3 - Vermelha,Corinthians-Itaquera,mdu,101
2018-04-01,2018,Abril,Linha 3 - Vermelha,Artur Alvim,mdu,71
2018-04-01,2018,Abril,Linha 3 - Vermelha,Patriarca,mdu,26
2018-04-01,2018,Abril,Linha 3 - Vermelha,Guilhermina-Esperança,mdu,27
2018-04-01,2018,Abril,Linha 3 - Vermelha,Vila Matilde,mdu,32
2018-04-01,2018,Abril,Linha 3 - Vermelha,Penha,mdu,39
2018-04-01,2018,Abril,Linha 3 - Vermelha,Carrão,mdu,63
2018-04-01,2018,Abril,Linha 3 - Vermelha,Tatuapé,mdu,91
2018-04-01,2018,Abril,Linha 3 - Vermelha,Belém,mdu,49
2018-04-01,2018,Abril,Linha 3 - Vermelha,Bresser-Moóca,mdu,48
2018-04-01,2018,Abril,Linha 3 - Vermelha,Brás,mdu,99
2018-04-01,2018,Abril,Linha 3 - Vermelha,Pedro II,mdu,26
2018-04-01,2018,Abril,Linha 3 - Vermelha,Sé,mdu,278
2018-04-01,2018,Abril,Linha 3 - Vermelha,Anhangabaú,mdu,77
2018-04-01,2018,Abril,Linha 3 - Vermelha,República,mdu,153
2018-04-01,2018,Abril,Linha 3 - Vermelha,Santa Cecília,mdu,33
2018-04-01,2018,Abril,Linha 3 - Vermelha,Marechal Deodoro,mdu,39
2018-04-01,2018,Abril,Linha 3 - Vermelha,Palmeiras-Barra Funda,mdu,219
2018-04-01,2018,Abril,Linha 5 - Lilás,Capão Redondo,mdu,78
2018-04-01,2018,Abril,Linha 5 - Lilás,Campo Limpo,mdu,34
2018-04-01,2018,Abril,Linha 5 - Lilás,Vila das Belezas,mdu,11
2018-04-01,2018,Abril,Linha 5 - Lilás,Giovanni Gronchi,mdu,21
2018-04-01,2018,Abril,Linha 5 - Lilás,Santo Amaro,mdu,92
2018-04-01,2018,Abril,Linha 5 - Lilás,Largo Treze,mdu,32
2018-04-01,2018,Abril,Linha 5 - Lilás,Adolfo Pinheiro,mdu,9
2018-04-01,2018,Abril,Linha 5 - Lilás,Alto da Boa Vista,mdu,3
2018-04-01,2018,Abril,Linha 5 - Lilás,Borba Gato,mdu,8
2018-04-01,2018,Abril,Linha 5 - Lilás,Brooklin,mdu,12
2018-04-01,2018,Abril,Linha 5 - Lilás,Eucaliptos,mdu,17
2018-04-01,2018,Abril,Linha 15 - Prata,Vila Prudente,mdu,11
2018-04-01,2018,Abril,Linha 15 - Prata,Oratório,mdu,10
2018-05-01,2018,Maio,Linha 1 - Azul,Jabaquara,mdu,90
2018-05-01,2018,Maio,Linha 1 - Azul,Conceição,mdu,42
2018-05-01,2018,Maio,Linha 1 - Azul,São Judas,mdu,21
2018-05-01,2018,Maio,Linha 1 - Azul,Saúde,mdu,37
2018-05-01,2018,Maio,Linha 1 - Azul,Praça da Árvore,mdu,23
2018-05-01,2018,Maio,Linha 1 - Azul,Santa Cruz,mdu,63
2018-05-01,2018,Maio,Linha 1 - Azul,Vila Mariana,mdu,32
2018-05-01,2018,Maio,Linha 1 - Azul,Ana Rosa,mdu,91
2018-05-01,2018,Maio,Linha 1 - Azul,Paraíso,mdu,118
2018-05-01,2018,Maio,Linha 1 - Azul,Vergueiro,mdu,34
2018-05-01,2018,Maio,Linha 1 - Azul,São Joaquim,mdu,51
2018-05-01,2018,Maio,Linha 1 - Azul,Liberdade,mdu,30
2018-05-01,2018,Maio,Linha 1 - Azul,Sé,mdu,254
2018-05-01,2018,Maio,Linha 1 - Azul,São Bento,mdu,73
2018-05-01,2018,Maio,Linha 1 - Azul,Luz,mdu,177
2018-05-01,2018,Maio,Linha 1 - Azul,Tiradentes,mdu,18
2018-05-01,2018,Maio,Linha 1 - Azul,Armênia,mdu,30
2018-05-01,2018,Maio,Linha 1 - Azul,Portuguesa-Tietê,mdu,64
2018-05-01,2018,Maio,Linha 1 - Azul,Carandiru,mdu,15
2018-05-01,2018,Maio,Linha 1 - Azul,Santana,mdu,68
2018-05-01,2018,Maio,Linha 1 - Azul,Jardim São Paulo-Ayrton Senna,mdu,15
2018-05-01,2018,Maio,Linha 1 - Azul,Parada Inglesa,mdu,17
2018-05-01,2018,Maio,Linha 1 - Azul,Tucuruvi,mdu,70
2018-05-01,2018,Maio,Linha 2 - Verde,Vila Prudente,mdu,56
2018-05-01,2018,Maio,Linha 2 - Verde,Tamanduateí,mdu,71
2018-05-01,2018,Maio,Linha 2 - Verde,Sacomã,mdu,42
2018-05-01,2018,Maio,Linha 2 - Verde,Alto do Ipiranga,mdu,21
2018-05-01,2018,Maio,Linha 2 - Verde,Santos-Imigrantes,mdu,16
2018-05-01,2018,Maio,Linha 2 - Verde,Chácara Klabin,mdu,8
2018-05-01,2018,Maio,Linha 2 - Verde,Ana Rosa,mdu,83
2018-05-01,2018,Maio,Linha 2 - Verde,Paraíso,mdu,76
2018-05-01,2018,Maio,Linha 2 - Verde,Brigadeiro,mdu,62
2018-05-01,2018,Maio,Linha 2 - Verde,Trianon-Masp,mdu,58
2018-05-01,2018,Maio,Linha 2 - Verde,Consolação,mdu,142
2018-05-01,2018,Maio,Linha 2 - Verde,Clínicas,mdu,28
2018-05-01,2018,Maio,Linha 2 - Verde,Santuário N.S. de Fátima-Sumaré,mdu,15
2018-05-01,2018,Maio,Linha 2 - Verde,Vila Madalena,mdu,28
2018-05-01,2018,Maio,Linha 3 - Vermelha,Corinthians-Itaquera,mdu,100
2018-05-01,2018,Maio,Linha 3 - Vermelha,Artur Alvim,mdu,70
2018-05-01,2018,Maio,Linha 3 - Vermelha,Patriarca,mdu,26
2018-05-01,2018,Maio,Linha 3 - Vermelha,Guilhermina-Esperança,mdu,27
2018-05-01,2018,Maio,Linha 3 - Vermelha,Vila Matilde,mdu,32
2018-05-01,2018,Maio,Linha 3 - Vermelha,Penha,mdu,38
2018-05-01,2018,Maio,Linha 3 - Vermelha,Carrão,mdu,61
2018-05-01,2018,Maio,Linha 3 - Vermelha,Tatuapé,mdu,93
2018-05-01,2018,Maio,Linha 3 - Vermelha,Belém,mdu,49
2018-05-01,2018,Maio,Linha 3 - Vermelha,Bresser-Moóca,mdu,46
2018-05-01,2018,Maio,Linha 3 - Vermelha,Brás,mdu,99
2018-05-01,2018,Maio,Linha 3 - Vermelha,Pedro II,mdu,26
2018-05-01,2018,Maio,Linha 3 - Vermelha,Sé,mdu,274
2018-05-01,2018,Maio,Linha 3 - Vermelha,Anhangabaú,mdu,76
2018-05-01,2018,Maio,Linha 3 - Vermelha,República,mdu,152
2018-05-01,2018,Maio,Linha 3 - Vermelha,Santa Cecília,mdu,33
2018-05-01,2018,Maio,Linha 3 - Vermelha,Marechal Deodoro,mdu,38
2018-05-01,2018,Maio,Linha 3 - Vermelha,Palmeiras-Barra Funda,mdu,214
2018-05-01,2018,Maio,Linha 5 - Lilás,Capão Redondo,mdu,80
2018-05-01,2018,Maio,Linha 5 - Lilás,Campo Limpo,mdu,34
2018-05-01,2018,Maio,Linha 5 - Lilás,Vila das Belezas,mdu,12
2018-05-01,2018,Maio,Linha 5 - Lilás,Giovanni Gronchi,mdu,22
2018-05-01,2018,Maio,Linha 5 - Lilás,Santo Amaro,mdu,93
2018-05-01,2018,Maio,Linha 5 - Lilás,Largo Treze,mdu,31
2018-05-01,2018,Maio,Linha 5 - Lilás,Adolfo Pinheiro,mdu,9
2018-05-01,2018,Maio,Linha 5 - Lilás,Alto da Boa Vista,mdu,3
2018-05-01,2018,Maio,Linha 5 - Lilás,Borba Gato,mdu,8
2018-05-01,2018,Maio,Linha 5 - Lilás,Brooklin,mdu,12
2018-05-01,2018,Maio,Linha 5 - Lilás,Eucaliptos,mdu,19
2018-05-01,2018,Maio,Linha 15 - Prata,Vila Prudente,mdu,12
2018-05-01,2018,Maio,Linha 15 - Prata,Oratório,mdu,10
2018-06-01,2018,Junho,Linha 1 - Azul,Jabaquara,mdu,88
2018-06-01,2018,Junho,Linha 1 - Azul,Conceição,mdu,41
2018-06-01,2018,Junho,Linha 1 - Azul,São Judas,mdu,21
2018-06-01,2018,Junho,Linha 1 - Azul,Saúde,mdu,37
2018-06-01,2018,Junho,Linha 1 - Azul,Praça da Árvore,mdu,23
2018-06-01,2018,Junho,Linha 1 - Azul,Santa Cruz,mdu,62
2018-06-01,2018,Junho,Linha 1 - Azul,Vila Mariana,mdu,31
2018-06-01,2018,Junho,Linha 1 - Azul,Ana Rosa,mdu,88
2018-06-01,2018,Junho,Linha 1 - Azul,Paraíso,mdu,114
2018-06-01,2018,Junho,Linha 1 - Azul,Vergueiro,mdu,32
2018-06-01,2018,Junho,Linha 1 - Azul,São Joaquim,mdu,44
2018-06-01,2018,Junho,Linha 1 - Azul,Liberdade,mdu,28
2018-06-01,2018,Junho,Linha 1 - Azul,Sé,mdu,249
2018-06-01,2018,Junho,Linha 1 - Azul,São Bento,mdu,74
2018-06-01,2018,Junho,Linha 1 - Azul,Luz,mdu,173
2018-06-01,2018,Junho,Linha 1 - Azul,Tiradentes,mdu,18
2018-06-01,2018,Junho,Linha 1 - Azul,Armênia,mdu,29
2018-06-01,2018,Junho,Linha 1 - Azul,Portuguesa-Tietê,mdu,62
2018-06-01,2018,Junho,Linha 1 - Azul,Carandiru,mdu,15
2018-06-01,2018,Junho,Linha 1 - Azul,Santana,mdu,66
2018-06-01,2018,Junho,Linha 1 - Azul,Jardim São Paulo-Ayrton Senna,mdu,15
2018-06-01,2018,Junho,Linha 1 - Azul,Parada Inglesa,mdu,17
2018-06-01,2018,Junho,Linha 1 - Azul,Tucuruvi,mdu,69
2018-06-01,2018,Junho,Linha 2 - Verde,Vila Prudente,mdu,53
2018-06-01,2018,Junho,Linha 2 - Verde,Tamanduateí,mdu,69
2018-06-01,2018,Junho,Linha 2 - Verde,Sacomã,mdu,41
2018-06-01,2018,Junho,Linha 2 - Verde,Alto do Ipiranga,mdu,21
2018-06-01,2018,Junho,Linha 2 - Verde,Santos-Imigrantes,mdu,15
2018-06-01,2018,Junho,Linha 2 - Verde,Chácara Klabin,mdu,7
2018-06-01,2018,Junho,Linha 2 - Verde,Ana Rosa,mdu,81
2018-06-01,2018,Junho,Linha 2 - Verde,Paraíso,mdu,74
2018-06-01,2018,Junho,Linha 2 - Verde,Brigadeiro,mdu,60
2018-06-01,2018,Junho,Linha 2 - Verde,Trianon-Masp,mdu,56
2018-06-01,2018,Junho,Linha 2 - Verde,Consolação,mdu,138
2018-06-01,2018,Junho,Linha 2 - Verde,Clínicas,mdu,27
2018-06-01,2018,Junho,Linha 2 - Verde,Santuário N.S. de Fátima-Sumaré,mdu,14
2018-06-01,2018,Junho,Linha 2 - Verde,Vila Madalena,mdu,27
2018-06-01,2018,Junho,Linha 3 - Vermelha,Corinthians-Itaquera,mdu,98
2018-06-01,2018,Junho,Linha 3 - Vermelha,Artur Alvim,mdu,69
2018-06-01,2018,Junho,Linha 3 - Vermelha,Patriarca,mdu,25
2018-06-01,2018,Junho,Linha 3 - Vermelha,Guilhermina-Esperança,mdu,26
2018-06-01,2018,Junho,Linha 3 - Vermelha,Vila Matilde,mdu,31
2018-06-01,2018,Junho,Linha 3 - Vermelha,Penha,mdu,38
2018-06-01,2018,Junho,Linha 3 - Vermelha,Carrão,mdu,57
2018-06-01,2018,Junho,Linha 3 - Vermelha,Tatuapé,mdu,92
2018-06-01,2018,Junho,Linha 3 - Vermelha,Belém,mdu,47
2018-06-01,2018,Junho,Linha 3 - Vermelha,Bresser-Moóca,mdu,45
2018-06-01,2018,Junho,Linha 3 - Vermelha,Brás,mdu,100
2018-06-01,2018,Junho,Linha 3 - Vermelha,Pedro II,mdu,26
2018-06-01,2018,Junho,Linha 3 - Vermelha,Sé,mdu,266
2018-06-01,2018,Junho,Linha 3 - Vermelha,Anhangabaú,mdu,76
2018-06-01,2018,Junho,Linha 3 - Vermelha,República,mdu,149
2018-06-01,2018,Junho,Linha 3 - Vermelha,Santa Cecília,mdu,32
2018-06-01,2018,Junho,Linha 3 - Vermelha,Marechal Deodoro,mdu,37
2018-06-01,2018,Junho,Linha 3 - Vermelha,Palmeiras-Barra Funda,mdu,210
2018-06-01,2018,Junho,Linha 5 - Lilás,Capão Redondo,mdu,76
2018-06-01,2018,Junho,Linha 5 - Lilás,Campo Limpo,mdu,33
2018-06-01,2018,Junho,Linha 5 - Lilás,Vila das Belezas,mdu,11
2018-06-01,2018,Junho,Linha 5 - Lilás,Giovanni Gronchi,mdu,20
2018-06-01,2018,Junho,Linha 5 - Lilás,Santo Amaro,mdu,87
2018-06-01,2018,Junho,Linha 5 - Lilás,Largo Treze,mdu,28
2018-06-01,2018,Junho,Linha 5 - Lilás,Adolfo Pinheiro,mdu,8
2018-06-01,2018,Junho,Linha 5 - Lilás,Alto da Boa Vista,mdu,3
2018-06-01,2018,Junho,Linha 5 - Lilás,Borba Gato,mdu,7
2018-06-01,2018,Junho,Linha 5 - Lilás,Brooklin,mdu,12
2018-06-01,2018,Junho,Linha 5 - Lilás,Eucaliptos,mdu,20
2018-06-01,2018,Junho,Linha 15 - Prata,Vila Prudente,mdu,12
2018-06-01,2018,Junho,Linha 15 - Prata,Oratório,mdu,10
2018-07-01,2018,Julho,Linha 1 - Azul,Jabaquara,mdu,83
2018-07-01,2018,Julho,Linha 1 - Azul,Conceição,mdu,38
2018-07-01,2018,Julho,Linha 1 - Azul,São Judas,mdu,19
2018-07-01,2018,Julho,Linha 1 - Azul,Saúde,mdu,33
2018-07-01,2018,Julho,Linha 1 - Azul,Praça da Árvore,mdu,20
2018-07-01,2018,Julho,Linha 1 - Azul,Santa Cruz,mdu,56
2018-07-01,2018,Julho,Linha 1 - Azul,Vila Mariana,mdu,24
2018-07-01,2018,Julho,Linha 1 - Azul,Ana Rosa,mdu,79
2018-07-01,2018,Julho,Linha 1 - Azul,Paraíso,mdu,104
2018-07-01,2018,Julho,Linha 1 - Azul,Vergueiro,mdu,29
2018-07-01,2018,Julho,Linha 1 - Azul,São Joaquim,mdu,26
2018-07-01,2018,Julho,Linha 1 - Azul,Liberdade,mdu,27
2018-07-01,2018,Julho,Linha 1 - Azul,Sé,mdu,232
2018-07-01,2018,Julho,Linha 1 - Azul,São Bento,mdu,74
2018-07-01,2018,Julho,Linha 1 - Azul,Luz,mdu,165
2018-07-01,2018,Julho,Linha 1 - Azul,Tiradentes,mdu,15
2018-07-01,2018,Julho,Linha 1 - Azul,Armênia,mdu,27
2018-07-01,2018,Julho,Linha 1 - Azul,Portuguesa-Tietê,mdu,61
2018-07-01,2018,Julho,Linha 1 - Azul,Carandiru,mdu,14
2018-07-01,2018,Julho,Linha 1 - Azul,Santana,mdu,60
2018-07-01,2018,Julho,Linha 1 - Azul,Jardim São Paulo-Ayrton Senna,mdu,14
2018-07-01,2018,Julho,Linha 1 - Azul,Parada Inglesa,mdu,15
2018-07-01,2018,Julho,Linha 1 - Azul,Tucuruvi,mdu,65
2018-07-01,2018,Julho,Linha 2 - Verde,Vila Prudente,mdu,48
2018-07-01,2018,Julho,Linha 2 - Verde,Tamanduateí,mdu,64
2018-07-01,2018,Julho,Linha 2 - Verde,Sacomã,mdu,38
2018-07-01,2018,Julho,Linha 2 - Verde,Alto do Ipiranga,mdu,18
2018-07-01,2018,Julho,Linha 2 - Verde,Santos-Imigrantes,mdu,14
2018-07-01,2018,Julho,Linha 2 - Verde,Chácara Klabin,mdu,7
2018-07-01,2018,Julho,Linha 2 - Verde,Ana Rosa,mdu,73
2018-07-01,2018,Julho,Linha 2 - Verde,Paraíso,mdu,67
2018-07-01,2018,Julho,Linha 2 - Verde,Brigadeiro,mdu,58
2018-07-01,2018,Julho,Linha 2 - Verde,Trianon-Masp,mdu,52
2018-07-01,2018,Julho,Linha 2 - Verde,Consolação,mdu,126
2018-07-01,2018,Julho,Linha 2 - Verde,Clínicas,mdu,24
2018-07-01,2018,Julho,Linha 2 - Verde,Santuário N.S. de Fátima-Sumaré,mdu,13
2018-07-01,2018,Julho,Linha 2 - Verde,Vila Madalena,mdu,25
2018-07-01,2018,Julho,Linha 3 - Vermelha,Corinthians-Itaquera,mdu,93
2018-07-01,2018,Julho,Linha 3 - Vermelha,Artur Alvim,mdu,64
2018-07-01,2018,Julho,Linha 3 - Vermelha,Patriarca,mdu,24
2018-07-01,2018,Julho,Linha 3 - Vermelha,Guilhermina-Esperança,mdu,24
2018-07-01,2018,Julho,Linha 3 - Vermelha,Vila Matilde,mdu,29
2018-07-01,2018,Julho,Linha 3 - Vermelha,Penha,mdu,34
2018-07-01,2018,Julho,Linha 3 - Vermelha,Carrão,mdu,47
2018-07-01,2018,Julho,Linha 3 - Vermelha,Tatuapé,mdu,87
2018-07-01,2018,Julho,Linha 3 - Vermelha,Belém,mdu,43
2018-07-01,2018,Julho,Linha 3 - Vermelha,Bresser-Moóca,mdu,34
2018-07-01,2018,Julho,Linha 3 - Vermelha,Brás,mdu,96
2018-07-01,2018,Julho,Linha 3 - Vermelha,Pedro II,mdu,25
2018-07-01,2018,Julho,Linha 3 - Vermelha,Sé,mdu,246
2018-07-01,2018,Julho,Linha 3 - Vermelha,Anhangabaú,mdu,73
2018-07-01,2018,Julho,Linha 3 - Vermelha,República,mdu,141
2018-07-01,2018,Julho,Linha 3 - Vermelha,Santa Cecília,mdu,30
2018-07-01,2018,Julho,Linha 3 - Vermelha,Marechal Deodoro,mdu,35
2018-07-01,2018,Julho,Linha 3 - Vermelha,Palmeiras-Barra Funda,mdu,194
2018-07-01,2018,Julho,Linha 5 - Lilás,Capão Redondo,mdu,70
2018-07-01,2018,Julho,Linha 5 - Lilás,Campo Limpo,mdu,31
2018-07-01,2018,Julho,Linha 5 - Lilás,Vila das Belezas,mdu,10
2018-07-01,2018,Julho,Linha 5 - Lilás,Giovanni Gronchi,mdu,18
2018-07-01,2018,Julho,Linha 5 - Lilás,Santo Amaro,mdu,82
2018-07-01,2018,Julho,Linha 5 - Lilás,Largo Treze,mdu,24
2018-07-01,2018,Julho,Linha 5 - Lilás,Adolfo Pinheiro,mdu,6
2018-07-01,2018,Julho,Linha 5 - Lilás,Alto da Boa Vista,mdu,3
2018-07-01,2018,Julho,Linha 5 - Lilás,Borba Gato,mdu,5
2018-07-01,2018,Julho,Linha 5 - Lilás,Brooklin,mdu,10
2018-07-01,2018,Julho,Linha 5 - Lilás,Eucaliptos,mdu,19
2018-07-01,2018,Julho,Linha 15 - Prata,Vila Prudente,mdu,11
2018-07-01,2018,Julho,Linha 15 - Prata,Oratório,mdu,9
2018-08-01,2018,Agosto,Linha 1 - Azul,Jabaquara,mdu,89
2018-08-01,2018,Agosto,Linha 1 - Azul,Conceição,mdu,42
2018-08-01,2018,Agosto,Linha 1 - Azul,São Judas,mdu,21
2018-08-01,2018,Agosto,Linha 1 - Azul,Saúde,mdu,37
2018-08-01,2018,Agosto,Linha 1 - Azul,Praça da Árvore,mdu,23
2018-08-01,2018,Agosto,Linha 1 - Azul,Santa Cruz,mdu,62
2018-08-01,2018,Agosto,Linha 1 - Azul,Vila Mariana,mdu,32
2018-08-01,2018,Agosto,Linha 1 - Azul,Ana Rosa,mdu,90
2018-08-01,2018,Agosto,Linha 1 - Azul,Paraíso,mdu,117
2018-08-01,2018,Agosto,Linha 1 - Azul,Vergueiro,mdu,33
2018-08-01,2018,Agosto,Linha 1 - Azul,São Joaquim,mdu,50
2018-08-01,2018,Agosto,Linha 1 - Azul,Liberdade,mdu,29
2018-08-01,2018,Agosto,Linha 1 - Azul,Sé,mdu,252
2018-08-01,2018,Agosto,Linha 1 - Azul,São Bento,mdu,72
2018-08-01,2018,Agosto,Linha 1 - Azul,Luz,mdu,175
2018-08-01,2018,Agosto,Linha 1 - Azul,Tiradentes,mdu,19
2018-08-01,2018,Agosto,Linha 1 - Azul,Armênia,mdu,30
2018-08-01,2018,Agosto,Linha 1 - Azul,Portuguesa-Tietê,mdu,64
2018-08-01,2018,Agosto,Linha 1 - Azul,Carandiru,mdu,16
2018-08-01,2018,Agosto,Linha 1 - Azul,Santana,mdu,67
2018-08-01,2018,Agosto,Linha 1 - Azul,Jardim São Paulo-Ayrton Senna,mdu,15
2018-08-01,2018,Agosto,Linha 1 - Azul,Parada Inglesa,mdu,17
2018-08-01,2018,Agosto,Linha 1 - Azul,Tucuruvi,mdu,71
2018-08-01,2018,Agosto,Linha 2 - Verde,Vila Prudente,mdu,56
2018-08-01,2018,Agosto,Linha 2 - Verde,Tamanduateí,mdu,71
2018-08-01,2018,Agosto,Linha 2 - Verde,Sacomã,mdu,42
2018-08-01,2018,Agosto,Linha 2 - Verde,Alto do Ipiranga,mdu,21
2018-08-01,2018,Agosto,Linha 2 - Verde,Santos-Imigrantes,mdu,16
2018-08-01,2018,Agosto,Linha 2 - Verde,Chácara Klabin,mdu,8
2018-08-01,2018,Agosto,Linha 2 - Verde,Ana Rosa,mdu,82
2018-08-01,2018,Agosto,Linha 2 - Verde,Paraíso,mdu,75
2018-08-01,2018,Agosto,Linha 2 - Verde,Brigadeiro,mdu,61
2018-08-01,2018,Agosto,Linha 2 - Verde,Trianon-Masp,mdu,58
2018-08-01,2018,Agosto,Linha 2 - Verde,Consolação,mdu,142
2018-08-01,2018,Agosto,Linha 2 - Verde,Clínicas,mdu,27
2018-08-01,2018,Agosto,Linha 2 - Verde,Santuário N.S. de Fátima-Sumaré,mdu,15
2018-08-01,2018,Agosto,Linha 2 - Verde,Vila Madalena,mdu,28
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Corinthians-Itaquera,mdu,98
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Artur Alvim,mdu,69
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Patriarca,mdu,25
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Guilhermina-Esperança,mdu,26
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Vila Matilde,mdu,31
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Penha,mdu,38
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Carrão,mdu,61
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Tatuapé,mdu,92
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Belém,mdu,48
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Bresser-Moóca,mdu,45
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Brás,mdu,99
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Pedro II,mdu,26
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Sé,mdu,271
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Anhangabaú,mdu,78
2018-08-01,2018,Agosto,Linha 3 - Vermelha,República,mdu,152
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Santa Cecília,mdu,32
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Marechal Deodoro,mdu,38
2018-08-01,2018,Agosto,Linha 3 - Vermelha,Palmeiras-Barra Funda,mdu,213
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Capão Redondo,mdu,73
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Campo Limpo,mdu,31
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Vila das Belezas,mdu,10
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Giovanni Gronchi,mdu,20
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Santo Amaro,mdu,86
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Largo Treze,mdu,24
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Adolfo Pinheiro,mdu,7
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Alto da Boa Vista,mdu,3
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Borba Gato,mdu,5
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Brooklin,mdu,11
2018-08-01,2018,Agosto,Linha 5 - Lilás9,Eucaliptos,mdu,21
2018-08-01,2018,Agosto,Linha 15 - Prata,Vila Prudente,mdu,12
2018-08-01,2018,Agosto,Linha 15 - Prata,Oratório,mdu,10
2018-09-01,2018,Setembro,Linha 1 - Azul,Jabaquara,mdu,91
2018-09-01,2018,Setembro,Linha 1 - Azul,Conceição,mdu,42
2018-09-01,2018,Setembro,Linha 1 - Azul,São Judas,mdu,21
2018-09-01,2018,Setembro,Linha 1 - Azul,Saúde,mdu,37
2018-09-01,2018,Setembro,Linha 1 - Azul,Praça da Árvore,mdu,23
2018-09-01,2018,Setembro,Linha 1 - Azul,Santa Cruz,mdu,63
2018-09-01,2018,Setembro,Linha 1 - Azul,Vila Mariana,mdu,32
2018-09-01,2018,Setembro,Linha 1 - Azul,Ana Rosa,mdu,90
2018-09-01,2018,Setembro,Linha 1 - Azul,Paraíso,mdu,118
2018-09-01,2018,Setembro,Linha 1 - Azul,Vergueiro,mdu,33
2018-09-01,2018,Setembro,Linha 1 - Azul,São Joaquim,mdu,54
2018-09-01,2018,Setembro,Linha 1 - Azul,Liberdade,mdu,30
2018-09-01,2018,Setembro,Linha 1 - Azul,Sé,mdu,254
2018-09-01,2018,Setembro,Linha 1 - Azul,São Bento,mdu,74
