date,line_number,metric_abb,metric,value,year
2021-03-01,2,mdo,Average on Sundays,73,2021
2021-03-01,2,max,Daily Peak,386,2021
2021-03-01,3,total,Total,14996,2021
2021-03-01,3,mdu,Average on Business Days,599,2021
2021-03-01,3,msa,Average on Saturdays,310,2021
2021-03-01,3,mdo,Average on Sundays,172,2021
2021-03-01,3,max,Daily Peak,779,2021
2021-03-01,15,total,Total,1457,2021
2021-03-01,15,mdu,Average on Business Days,58,2021
2021-03-01,15,msa,Average on Saturdays,30,2021
2021-03-01,15,mdo,Average on Sundays,16,2021
2021-03-01,15,max,Daily Peak,69,2021
2021-03-01,99,total,Total,37649,2021
2021-03-01,99,mdu,Average on Business Days,1514,2021
2021-03-01,99,msa,Average on Saturdays,757,2021
2021-03-01,99,mdo,Average on Sundays,410,2021
2021-03-01,99,max,Daily Peak,1955,2021
2021-04-01,1,total,Total,12800,2021
2021-04-01,1,mdu,Average on Business Days,532,2021
2021-04-01,1,msa,Average on Saturdays,299,2021
2021-04-01,1,mdo,Average on Sundays,163,2021
2021-04-01,1,max,Daily Peak,613,2021
2021-04-01,2,total,Total,6979,2021
2021-04-01,2,mdu,Average on Business Days,297,2021
2021-04-01,2,msa,Average on Saturdays,143,2021
2021-04-01,2,mdo,Average on Sundays,83,2021
2021-04-01,2,max,Daily Peak,338,2021
2021-04-01,3,total,Total,13943,2021
2021-04-01,3,mdu,Average on Business Days,578,2021
2021-04-01,3,msa,Average on Saturdays,323,2021
2021-04-01,3,mdo,Average on Sundays,184,2021
2021-04-01,3,max,Daily Peak,664,2021
2021-04-01,15,total,Total,1355,2021
2021-04-01,15,mdu,Average on Business Days,57,2021
2021-04-01,15,msa,Average on Saturdays,31,2021
2021-04-01,15,mdo,Average on Sundays,17,2021
2021-04-01,15,max,Daily Peak,63,2021
2021-04-01,99,total,Total,35077,2021
2021-04-01,99,mdu,Average on Business Days,1465,2021
2021-04-01,99,msa,Average on Saturdays,796,2021
2021-04-01,99,mdo,Average on Sundays,446,2021
2021-04-01,99,max,Daily Peak,1678,2021
2021-05-01,1,total,Total,15759,2021
2021-05-01,1,mdu,Average on Business Days,625,2021
2021-05-01,1,msa,Average on Saturdays,425,2021
2021-05-01,1,mdo,Average on Sundays,213,2021
2021-05-01,1,max,Daily Peak,647,2021
2021-05-01,2,total,Total,8472,2021
2021-05-01,2,mdu,Average on Business Days,344,2021
2021-05-01,2,msa,Average on Saturdays,197,2021
2021-05-01,2,mdo,Average on Sundays,106,2021
2021-05-01,2,max,Daily Peak,358,2021
2021-05-01,3,total,Total,16848,2021
2021-05-01,3,mdu,Average on Business Days,669,2021
2021-05-01,3,msa,Average on Saturdays,451,2021
2021-05-01,3,mdo,Average on Sundays,233,2021
2021-05-01,3,max,Daily Peak,695,2021
2021-05-01,15,total,Total,1566,2021
2021-05-01,15,mdu,Average on Business Days,64,2021
2021-05-01,15,msa,Average on Saturdays,39,2021
2021-05-01,15,mdo,Average on Sundays,21,2021
2021-05-01,15,max,Daily Peak,66,2021
2021-05-01,99,total,Total,42646,2021
2021-05-01,99,mdu,Average on Business Days,1702,2021
2021-05-01,99,msa,Average on Saturdays,1111,2021
2021-05-01,99,mdo,Average on Sundays,572,2021
2021-05-01,99,max,Daily Peak,1760,2021
2021-06-01,1,total,Total,16821,2021
2021-06-01,1,mdu,Average on Business Days,649,2021
2021-06-01,1,msa,Average on Saturdays,448,2021
2021-06-01,1,mdo,Average on Sundays,228,2021
2021-06-01,1,max,Daily Peak,676,2021
2021-06-01,2,total,Total,9094,2021
2021-06-01,2,mdu,Average on Business Days,360,2021
2021-06-01,2,msa,Average on Saturdays,210,2021
2021-06-01,2,mdo,Average on Sundays,115,2021
2021-06-01,2,max,Daily Peak,371,2021
2021-06-01,3,total,Total,17862,2021
2021-06-01,3,mdu,Average on Business Days,693,2021
2021-06-01,3,msa,Average on Saturdays,471,2021
2021-06-01,3,mdo,Average on Sundays,230,2021
2021-06-01,3,max,Daily Peak,725,2021
2021-06-01,15,total,Total,1670,2021
2021-06-01,15,mdu,Average on Business Days,65,2021
2021-06-01,15,msa,Average on Saturdays,42,2021
2021-06-01,15,mdo,Average on Sundays,23,2021
2021-06-01,15,max,Daily Peak,67,2021
2021-06-01,99,total,Total,45447,2021
2021-06-01,99,mdu,Average on Business Days,1767,2021
2021-06-01,99,msa,Average on Saturdays,1171,2021
2021-06-01,99,mdo,Average on Sundays,596,2021
2021-06-01,99,max,Daily Peak,1838,2021
2021-07-01,1,total,Total,17642,2021
2021-07-01,1,mdu,Average on Business Days,667,2021
2021-07-01,1,msa,Average on Saturdays,457,2021
2021-07-01,1,mdo,Average on Sundays,240,2021
2021-07-01,1,max,Daily Peak,703,2021
2021-07-01,2,total,Total,9528,2021
2021-07-01,2,mdu,Average on Business Days,371,2021
2021-07-01,2,msa,Average on Saturdays,211,2021
2021-07-01,2,mdo,Average on Sundays,121,2021
2021-07-01,2,max,Daily Peak,388,2021
2021-07-01,3,total,Total,18695,2021
2021-07-01,3,mdu,Average on Business Days,711,2021
2021-07-01,3,msa,Average on Saturdays,475,2021
2021-07-01,3,mdo,Average on Sundays,246,2021
2021-07-01,3,max,Daily Peak,747,2021
2021-07-01,15,total,Total,1794,2021
2021-07-01,15,mdu,Average on Business Days,73,2021
2021-07-01,15,msa,Average on Saturdays,33,2021
2021-07-01,15,mdo,Average on Sundays,18,2021
2021-07-01,15,max,Daily Peak,76,2021
2021-07-01,99,total,Total,47659,2021
2021-07-01,99,mdu,Average on Business Days,1822,2021
