year,measure,date,variable,value,line_number,type,line_name_pt,line_name
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,333,1,metro,Azul,Blue
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,175,2,metro,Verde,Green
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,466,3,metro,Vermelha,Red
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,95,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,2,15,metro,Prata,Silver
2018,entrance,2018-05-01,M<c3><a9>dia dos Domingos,1070,99,metro,Sistema METRO,METRO System
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,1105,1,metro,Azul,Blue
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,576,2,metro,Verde,Green
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,1268,3,metro,Vermelha,Red
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,335,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,13,15,metro,Prata,Silver
2018,entrance,2018-05-01,M<c3><a1>xima Di<c3><a1>ria,3285,99,metro,Sistema METRO,METRO System
2018,entrance,2018-06-01,Total,24961,1,metro,Azul,Blue
2018,entrance,2018-06-01,Total,12900,2,metro,Verde,Green
2018,entrance,2018-06-01,Total,29583,3,metro,Vermelha,Red
2018,entrance,2018-06-01,Total,7401,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-06-01,Total,251,15,metro,Prata,Silver
2018,entrance,2018-06-01,Total,75096,99,metro,Sistema METRO,METRO System
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,1031,1,metro,Azul,Blue
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,545,2,metro,Verde,Green
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,1198,3,metro,Vermelha,Red
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,305,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,12,15,metro,Prata,Silver
2018,entrance,2018-06-01,M<c3><a9>dia dos Dias <c3><9a>teis,3091,99,metro,Sistema METRO,METRO System
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,554,1,metro,Azul,Blue
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,237,2,metro,Verde,Green
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,693,3,metro,Vermelha,Red
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,172,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,1,15,metro,Prata,Silver
2018,entrance,2018-06-01,M<c3><a9>dia dos S<c3><a1>bados,1657,99,metro,Sistema METRO,METRO System
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,317,1,metro,Azul,Blue
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,175,2,metro,Verde,Green
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,438,3,metro,Vermelha,Red
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,69,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,1,15,metro,Prata,Silver
2018,entrance,2018-06-01,M<c3><a9>dia dos Domingos,999,99,metro,Sistema METRO,METRO System
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,1103,1,metro,Azul,Blue
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,575,2,metro,Verde,Green
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,1267,3,metro,Vermelha,Red
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,327,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,13,15,metro,Prata,Silver
2018,entrance,2018-06-01,M<c3><a1>xima Di<c3><a1>ria,3284,99,metro,Sistema METRO,METRO System
2018,entrance,2018-07-01,Total,23676,1,metro,Azul,Blue
2018,entrance,2018-07-01,Total,12262,2,metro,Verde,Green
2018,entrance,2018-07-01,Total,28345,3,metro,Vermelha,Red
2018,entrance,2018-07-01,Total,6983,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-07-01,Total,230,15,metro,Prata,Silver
2018,entrance,2018-07-01,Total,71497,99,metro,Sistema METRO,METRO System
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,943,1,metro,Azul,Blue
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,501,2,metro,Verde,Green
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,1111,3,metro,Vermelha,Red
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,278,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,11,15,metro,Prata,Silver
2018,entrance,2018-07-01,M<c3><a9>dia dos Dias <c3><9a>teis,2843,99,metro,Sistema METRO,METRO System
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,562,1,metro,Azul,Blue
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,233,2,metro,Verde,Green
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,679,3,metro,Vermelha,Red
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,171,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,1,15,metro,Prata,Silver
2018,entrance,2018-07-01,M<c3><a9>dia dos S<c3><a1>bados,1646,99,metro,Sistema METRO,METRO System
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,319,1,metro,Azul,Blue
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,161,2,metro,Verde,Green
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,429,3,metro,Vermelha,Red
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,88,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,1,15,metro,Prata,Silver
2018,entrance,2018-07-01,M<c3><a9>dia dos Domingos,998,99,metro,Sistema METRO,METRO System
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,994,1,metro,Azul,Blue
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,528,2,metro,Verde,Green
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,1152,3,metro,Vermelha,Red
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,284,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,12,15,metro,Prata,Silver
2018,entrance,2018-07-01,M<c3><a1>xima Di<c3><a1>ria,2963,99,metro,Sistema METRO,METRO System
2018,entrance,2018-08-01,Total,27733,1,metro,Azul,Blue
2018,entrance,2018-08-01,Total,14509,2,metro,Verde,Green
2018,entrance,2018-08-01,Total,32413,3,metro,Vermelha,Red
2018,entrance,2018-08-01,Total,876,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-08-01,Total,282,15,metro,Prata,Silver
2018,entrance,2018-08-01,Total,75813,99,metro,Sistema METRO,METRO System
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,1048,1,metro,Azul,Blue
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,560,2,metro,Verde,Green
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,1211,3,metro,Vermelha,Red
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,292,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,12,15,metro,Prata,Silver
2018,entrance,2018-08-01,M<c3><a9>dia dos Dias <c3><9a>teis,2870,99,metro,Sistema METRO,METRO System
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,598,1,metro,Azul,Blue
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,250,2,metro,Verde,Green
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,724,3,metro,Vermelha,Red
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,NA,15,metro,Prata,Silver
2018,entrance,2018-08-01,M<c3><a9>dia dos S<c3><a1>bados,1571,99,metro,Sistema METRO,METRO System
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,307,1,metro,Azul,Blue
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,155,2,metro,Verde,Green
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,418,3,metro,Vermelha,Red
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,1,15,metro,Prata,Silver
2018,entrance,2018-08-01,M<c3><a9>dia dos Domingos,881,99,metro,Sistema METRO,METRO System
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,1086,1,metro,Azul,Blue
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,581,2,metro,Verde,Green
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,1248,3,metro,Vermelha,Red
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,295,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,13,15,metro,Prata,Silver
2018,entrance,2018-08-01,M<c3><a1>xima Di<c3><a1>ria,2928,99,metro,Sistema METRO,METRO System
2018,entrance,2018-09-01,Total,25215,1,metro,Azul,Blue
2018,entrance,2018-09-01,Total,12946,2,metro,Verde,Green
2018,entrance,2018-09-01,Total,29414,3,metro,Vermelha,Red
2018,entrance,2018-09-01,Total,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-09-01,Total,243,15,metro,Prata,Silver
2018,entrance,2018-09-01,Total,67818,99,metro,Sistema METRO,METRO System
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,1067,1,metro,Azul,Blue
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,562,2,metro,Verde,Green
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,1223,3,metro,Vermelha,Red
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,13,15,metro,Prata,Silver
2018,entrance,2018-09-01,M<c3><a9>dia dos Dias <c3><9a>teis,2865,99,metro,Sistema METRO,METRO System
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,589,1,metro,Azul,Blue
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,254,2,metro,Verde,Green
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,712,3,metro,Vermelha,Red
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,1,15,metro,Prata,Silver
2018,entrance,2018-09-01,M<c3><a9>dia dos S<c3><a1>bados,1556,99,metro,Sistema METRO,METRO System
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,322,1,metro,Azul,Blue
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,162,2,metro,Verde,Green
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,425,3,metro,Vermelha,Red
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,1,15,metro,Prata,Silver
2018,entrance,2018-09-01,M<c3><a9>dia dos Domingos,910,99,metro,Sistema METRO,METRO System
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,1127,1,metro,Azul,Blue
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,582,2,metro,Verde,Green
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,1298,3,metro,Vermelha,Red
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,13,15,metro,Prata,Silver
2018,entrance,2018-09-01,M<c3><a1>xima Di<c3><a1>ria,3020,99,metro,Sistema METRO,METRO System
2018,entrance,2018-10-01,Total,28299,1,metro,Azul,Blue
2018,entrance,2018-10-01,Total,14744,2,metro,Verde,Green
2018,entrance,2018-10-01,Total,31717,3,metro,Vermelha,Red
2018,entrance,2018-10-01,Total,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-10-01,Total,266,15,metro,Prata,Silver
2018,entrance,2018-10-01,Total,75026,99,metro,Sistema METRO,METRO System
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,1096,1,metro,Azul,Blue
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,586,2,metro,Verde,Green
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,1220,3,metro,Vermelha,Red
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,12,15,metro,Prata,Silver
2018,entrance,2018-10-01,M<c3><a9>dia dos Dias <c3><9a>teis,2914,99,metro,Sistema METRO,METRO System
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,605,1,metro,Azul,Blue
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,258,2,metro,Verde,Green
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,691,3,metro,Vermelha,Red
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,NA,15,metro,Prata,Silver
2018,entrance,2018-10-01,M<c3><a9>dia dos S<c3><a1>bados,1554,99,metro,Sistema METRO,METRO System
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,344,1,metro,Azul,Blue
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,161,2,metro,Verde,Green
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,410,3,metro,Vermelha,Red
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,2,15,metro,Prata,Silver
2018,entrance,2018-10-01,M<c3><a9>dia dos Domingos,916,99,metro,Sistema METRO,METRO System
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,1133,1,metro,Azul,Blue
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,625,2,metro,Verde,Green
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,1280,3,metro,Vermelha,Red
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,13,15,metro,Prata,Silver
2018,entrance,2018-10-01,M<c3><a1>xima Di<c3><a1>ria,3002,99,metro,Sistema METRO,METRO System
2018,entrance,2018-11-01,Total,26174,1,metro,Azul,Blue
2018,entrance,2018-11-01,Total,13531,2,metro,Verde,Green
2018,entrance,2018-11-01,Total,28899,3,metro,Vermelha,Red
2018,entrance,2018-11-01,Total,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-11-01,Total,219,15,metro,Prata,Silver
2018,entrance,2018-11-01,Total,68822,99,metro,Sistema METRO,METRO System
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,1145,1,metro,Azul,Blue
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,617,2,metro,Verde,Green
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,1241,3,metro,Vermelha,Red
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,13,15,metro,Prata,Silver
2018,entrance,2018-11-01,M<c3><a9>dia dos Dias <c3><9a>teis,3016,99,metro,Sistema METRO,METRO System
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,611,1,metro,Azul,Blue
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,256,2,metro,Verde,Green
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,700,3,metro,Vermelha,Red
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,3,15,metro,Prata,Silver
2018,entrance,2018-11-01,M<c3><a9>dia dos S<c3><a1>bados,1567,99,metro,Sistema METRO,METRO System
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,353,1,metro,Azul,Blue
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,172,2,metro,Verde,Green
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,425,3,metro,Vermelha,Red
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,2,15,metro,Prata,Silver
2018,entrance,2018-11-01,M<c3><a9>dia dos Domingos,951,99,metro,Sistema METRO,METRO System
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,1198,1,metro,Azul,Blue
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,647,2,metro,Verde,Green
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,1307,3,metro,Vermelha,Red
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,14,15,metro,Prata,Silver
2018,entrance,2018-11-01,M<c3><a1>xima Di<c3><a1>ria,3164,99,metro,Sistema METRO,METRO System
2018,entrance,2018-12-01,Total,25199,1,metro,Azul,Blue
2018,entrance,2018-12-01,Total,12875,2,metro,Verde,Green
2018,entrance,2018-12-01,Total,28329,3,metro,Vermelha,Red
2018,entrance,2018-12-01,Total,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-12-01,Total,397,15,metro,Prata,Silver
2018,entrance,2018-12-01,Total,66800,99,metro,Sistema METRO,METRO System
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,1059,1,metro,Azul,Blue
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,565,2,metro,Verde,Green
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,1167,3,metro,Vermelha,Red
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,18,15,metro,Prata,Silver
2018,entrance,2018-12-01,M<c3><a9>dia dos Dias <c3><9a>teis,2809,99,metro,Sistema METRO,METRO System
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,644,1,metro,Azul,Blue
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,261,2,metro,Verde,Green
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,761,3,metro,Vermelha,Red
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,8,15,metro,Prata,Silver
2018,entrance,2018-12-01,M<c3><a9>dia dos S<c3><a1>bados,1674,99,metro,Sistema METRO,METRO System
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,384,1,metro,Azul,Blue
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,186,2,metro,Verde,Green
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,466,3,metro,Vermelha,Red
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,5,15,metro,Prata,Silver
2018,entrance,2018-12-01,M<c3><a9>dia dos Domingos,1040,99,metro,Sistema METRO,METRO System
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,1181,1,metro,Azul,Blue
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,628,2,metro,Verde,Green
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,1293,3,metro,Vermelha,Red
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,NA,5,metro,Lil<c3><a1>s,Lilac
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,21,15,metro,Prata,Silver
2018,entrance,2018-12-01,M<c3><a1>xima Di<c3><a1>ria,3116,99,metro,Sistema METRO,METRO System
2018,transport,2018-01-01,Total,28972,1,metro,Azul,Blue
2018,transport,2018-01-01,Total,13602,2,metro,Verde,Green
2018,transport,2018-01-01,Total,29999,3,metro,Vermelha,Red
2018,transport,2018-01-01,Total,5522,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-01-01,Total,379,15,metro,Prata,Silver
2018,transport,2018-01-01,Total,78475,99,metro,Sistema METRO,METRO System
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,1169,1,metro,Azul,Blue
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,570,2,metro,Verde,Green
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,1196,3,metro,Vermelha,Red
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,226,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,17,15,metro,Prata,Silver
2018,transport,2018-01-01,M<c3><a9>dia dos Dias <c3><9a>teis,3178,99,metro,Sistema METRO,METRO System
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,701,1,metro,Azul,Blue
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,276,2,metro,Verde,Green
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,748,3,metro,Vermelha,Red
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,139,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,6,15,metro,Prata,Silver
2018,transport,2018-01-01,M<c3><a9>dia dos S<c3><a1>bados,1868,99,metro,Sistema METRO,METRO System
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,402,1,metro,Azul,Blue
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,167,2,metro,Verde,Green
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,439,3,metro,Vermelha,Red
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,55,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,3,15,metro,Prata,Silver
2018,transport,2018-01-01,M<c3><a9>dia dos Domingos,1065,99,metro,Sistema METRO,METRO System
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,1289,1,metro,Azul,Blue
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,639,2,metro,Verde,Green
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,1309,3,metro,Vermelha,Red
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,249,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,19,15,metro,Prata,Silver
2018,transport,2018-01-01,M<c3><a1>xima Di<c3><a1>ria,3497,99,metro,Sistema METRO,METRO System
2018,transport,2018-02-01,Total,31025,1,metro,Azul,Blue
2018,transport,2018-02-01,Total,14784,2,metro,Verde,Green
2018,transport,2018-02-01,Total,31820,3,metro,Vermelha,Red
2018,transport,2018-02-01,Total,5937,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-02-01,Total,368,15,metro,Prata,Silver
2018,transport,2018-02-01,Total,83934,99,metro,Sistema METRO,METRO System
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,1375,1,metro,Azul,Blue
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,679,2,metro,Verde,Green
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,1385,3,metro,Vermelha,Red
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,269,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,20,15,metro,Prata,Silver
2018,transport,2018-02-01,M<c3><a9>dia dos Dias <c3><9a>teis,3729,99,metro,Sistema METRO,METRO System
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,860,1,metro,Azul,Blue
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,353,2,metro,Verde,Green
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,911,3,metro,Vermelha,Red
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,161,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,10,15,metro,Prata,Silver
2018,transport,2018-02-01,M<c3><a9>dia dos S<c3><a1>bados,2287,99,metro,Sistema METRO,METRO System
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,490,1,metro,Azul,Blue
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,221,2,metro,Verde,Green
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,555,3,metro,Vermelha,Red
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,72,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,NA,15,metro,Prata,Silver
2018,transport,2018-02-01,M<c3><a9>dia dos Domingos,1338,99,metro,Sistema METRO,METRO System
2018,transport,2018-02-01,M<c3><a1>xima Di<c3><a1>ria,1448,1,metro,Azul,Blue
2018,transport,2018-02-01,M<c3><a1>xima Di<c3><a1>ria,719,2,metro,Verde,Green
2018,transport,2018-02-01,M<c3><a1>xima Di<c3><a1>ria,1457,3,metro,Vermelha,Red
2018,transport,2018-02-01,M<c3><a1>xima Di<c3><a1>ria,288,5,metro,Lil<c3><a1>s,Lilac
2018,transport,2018-02-01,M<c3><a1>xima Di<c3><a1>ria,22,15,metro,Prata,Silver
