year,measure,date,variable,value,line_number,type,line_name_pt,line_name
2016,entrance,2016-12-01,Máxima Diária,275,5,metro,Lilás,Lilac
2016,entrance,2016-12-01,Máxima Diária,11,15,metro,Prata,Silver
2016,entrance,2016-12-01,Máxima Diária,3181,99,metro,Sistema METRO,METRO System
2016,transport,2016-01-01,Total,29345,1,metro,Azul,Blue
2016,transport,2016-01-01,Total,13328,2,metro,Verde,Green
2016,transport,2016-01-01,Total,30666,3,metro,Vermelha,Red
2016,transport,2016-01-01,Total,5588,5,metro,Lilás,Lilac
2016,transport,2016-01-01,Total,241,15,metro,Prata,Silver
2016,transport,2016-01-01,Total,79167,99,metro,Sistema METRO,METRO System
2016,transport,2016-01-01,Média dos Dias Úteis,1202,1,metro,Azul,Blue
2016,transport,2016-01-01,Média dos Dias Úteis,574,2,metro,Verde,Green
2016,transport,2016-01-01,Média dos Dias Úteis,1254,3,metro,Vermelha,Red
2016,transport,2016-01-01,Média dos Dias Úteis,230,5,metro,Lilás,Lilac
2016,transport,2016-01-01,Média dos Dias Úteis,11,15,metro,Prata,Silver
2016,transport,2016-01-01,Média dos Dias Úteis,3270,99,metro,Sistema METRO,METRO System
2016,transport,2016-01-01,Média dos Sábados,691,1,metro,Azul,Blue
2016,transport,2016-01-01,Média dos Sábados,251,2,metro,Verde,Green
2016,transport,2016-01-01,Média dos Sábados,710,3,metro,Vermelha,Red
2016,transport,2016-01-01,Média dos Sábados,134,5,metro,Lilás,Lilac
2016,transport,2016-01-01,Média dos Sábados,4,15,metro,Prata,Silver
2016,transport,2016-01-01,Média dos Sábados,1790,99,metro,Sistema METRO,METRO System
2016,transport,2016-01-01,Média dos Domingos,453,1,metro,Azul,Blue
2016,transport,2016-01-01,Média dos Domingos,173,2,metro,Verde,Green
2016,transport,2016-01-01,Média dos Domingos,484,3,metro,Vermelha,Red
2016,transport,2016-01-01,Média dos Domingos,79,5,metro,Lilás,Lilac
2016,transport,2016-01-01,Média dos Domingos,3,15,metro,Prata,Silver
2016,transport,2016-01-01,Média dos Domingos,1191,99,metro,Sistema METRO,METRO System
2016,transport,2016-01-01,Máxima Diária,1301,1,metro,Azul,Blue
2016,transport,2016-01-01,Máxima Diária,622,2,metro,Verde,Green
2016,transport,2016-01-01,Máxima Diária,1344,3,metro,Vermelha,Red
2016,transport,2016-01-01,Máxima Diária,248,5,metro,Lilás,Lilac
2016,transport,2016-01-01,Máxima Diária,14,15,metro,Prata,Silver
2016,transport,2016-01-01,Máxima Diária,3520,99,metro,Sistema METRO,METRO System
2016,transport,2016-02-01,Total,31694,1,metro,Azul,Blue
2016,transport,2016-02-01,Total,14511,2,metro,Verde,Green
2016,transport,2016-02-01,Total,32975,3,metro,Vermelha,Red
2016,transport,2016-02-01,Total,6076,5,metro,Lilás,Lilac
2016,transport,2016-02-01,Total,276,15,metro,Prata,Silver
2016,transport,2016-02-01,Total,85532,99,metro,Sistema METRO,METRO System
2016,transport,2016-02-01,Média dos Dias Úteis,1356,1,metro,Azul,Blue
2016,transport,2016-02-01,Média dos Dias Úteis,646,2,metro,Verde,Green
2016,transport,2016-02-01,Média dos Dias Úteis,1409,3,metro,Vermelha,Red
2016,transport,2016-02-01,Média dos Dias Úteis,260,5,metro,Lilás,Lilac
2016,transport,2016-02-01,Média dos Dias Úteis,13,15,metro,Prata,Silver
2016,transport,2016-02-01,Média dos Dias Úteis,3683,99,metro,Sistema METRO,METRO System
2016,transport,2016-02-01,Média dos Sábados,797,1,metro,Azul,Blue
2016,transport,2016-02-01,Média dos Sábados,304,2,metro,Verde,Green
2016,transport,2016-02-01,Média dos Sábados,818,3,metro,Vermelha,Red
2016,transport,2016-02-01,Média dos Sábados,154,5,metro,Lilás,Lilac
2016,transport,2016-02-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-02-01,Média dos Sábados,2078,99,metro,Sistema METRO,METRO System
2016,transport,2016-02-01,Média dos Domingos,474,1,metro,Azul,Blue
2016,transport,2016-02-01,Média dos Domingos,188,2,metro,Verde,Green
2016,transport,2016-02-01,Média dos Domingos,521,3,metro,Vermelha,Red
2016,transport,2016-02-01,Média dos Domingos,84,5,metro,Lilás,Lilac
2016,transport,2016-02-01,Média dos Domingos,3,15,metro,Prata,Silver
2016,transport,2016-02-01,Média dos Domingos,1270,99,metro,Sistema METRO,METRO System
2016,transport,2016-02-01,Máxima Diária,1415,1,metro,Azul,Blue
2016,transport,2016-02-01,Máxima Diária,673,2,metro,Verde,Green
2016,transport,2016-02-01,Máxima Diária,1505,3,metro,Vermelha,Red
2016,transport,2016-02-01,Máxima Diária,276,5,metro,Lilás,Lilac
2016,transport,2016-02-01,Máxima Diária,13,15,metro,Prata,Silver
2016,transport,2016-02-01,Máxima Diária,3843,99,metro,Sistema METRO,METRO System
2016,transport,2016-03-01,Total,37051,1,metro,Azul,Blue
2016,transport,2016-03-01,Total,17220,2,metro,Verde,Green
2016,transport,2016-03-01,Total,37980,3,metro,Vermelha,Red
2016,transport,2016-03-01,Total,7027,5,metro,Lilás,Lilac
2016,transport,2016-03-01,Total,333,15,metro,Prata,Silver
2016,transport,2016-03-01,Total,99611,99,metro,Sistema METRO,METRO System
2016,transport,2016-03-01,Média dos Dias Úteis,1432,1,metro,Azul,Blue
2016,transport,2016-03-01,Média dos Dias Úteis,683,2,metro,Verde,Green
2016,transport,2016-03-01,Média dos Dias Úteis,1464,3,metro,Vermelha,Red
2016,transport,2016-03-01,Média dos Dias Úteis,273,5,metro,Lilás,Lilac
2016,transport,2016-03-01,Média dos Dias Úteis,13,15,metro,Prata,Silver
2016,transport,2016-03-01,Média dos Dias Úteis,3865,99,metro,Sistema METRO,METRO System
2016,transport,2016-03-01,Média dos Sábados,789,1,metro,Azul,Blue
2016,transport,2016-03-01,Média dos Sábados,296,2,metro,Verde,Green
2016,transport,2016-03-01,Média dos Sábados,820,3,metro,Vermelha,Red
2016,transport,2016-03-01,Média dos Sábados,156,5,metro,Lilás,Lilac
2016,transport,2016-03-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-03-01,Média dos Sábados,2066,99,metro,Sistema METRO,METRO System
2016,transport,2016-03-01,Média dos Domingos,451,1,metro,Azul,Blue
2016,transport,2016-03-01,Média dos Domingos,169,2,metro,Verde,Green
2016,transport,2016-03-01,Média dos Domingos,488,3,metro,Vermelha,Red
2016,transport,2016-03-01,Média dos Domingos,74,5,metro,Lilás,Lilac
2016,transport,2016-03-01,Média dos Domingos,3,15,metro,Prata,Silver
2016,transport,2016-03-01,Média dos Domingos,1185,99,metro,Sistema METRO,METRO System
2016,transport,2016-03-01,Máxima Diária,1479,1,metro,Azul,Blue
2016,transport,2016-03-01,Máxima Diária,731,2,metro,Verde,Green
2016,transport,2016-03-01,Máxima Diária,1501,3,metro,Vermelha,Red
2016,transport,2016-03-01,Máxima Diária,284,5,metro,Lilás,Lilac
2016,transport,2016-03-01,Máxima Diária,14,15,metro,Prata,Silver
2016,transport,2016-03-01,Máxima Diária,4000,99,metro,Sistema METRO,METRO System
2016,transport,2016-04-01,Total,34693,1,metro,Azul,Blue
2016,transport,2016-04-01,Total,15740,2,metro,Verde,Green
2016,transport,2016-04-01,Total,35746,3,metro,Vermelha,Red
2016,transport,2016-04-01,Total,6603,5,metro,Lilás,Lilac
2016,transport,2016-04-01,Total,294,15,metro,Prata,Silver
2016,transport,2016-04-01,Total,93075,99,metro,Sistema METRO,METRO System
2016,transport,2016-04-01,Média dos Dias Úteis,1437,1,metro,Azul,Blue
2016,transport,2016-04-01,Média dos Dias Úteis,680,2,metro,Verde,Green
2016,transport,2016-04-01,Média dos Dias Úteis,1471,3,metro,Vermelha,Red
2016,transport,2016-04-01,Média dos Dias Úteis,272,5,metro,Lilás,Lilac
2016,transport,2016-04-01,Média dos Dias Úteis,13,15,metro,Prata,Silver
2016,transport,2016-04-01,Média dos Dias Úteis,3873,99,metro,Sistema METRO,METRO System
2016,transport,2016-04-01,Média dos Sábados,794,1,metro,Azul,Blue
2016,transport,2016-04-01,Média dos Sábados,300,2,metro,Verde,Green
2016,transport,2016-04-01,Média dos Sábados,825,3,metro,Vermelha,Red
2016,transport,2016-04-01,Média dos Sábados,158,5,metro,Lilás,Lilac
2016,transport,2016-04-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-04-01,Média dos Sábados,2084,99,metro,Sistema METRO,METRO System
2016,transport,2016-04-01,Média dos Domingos,481,1,metro,Azul,Blue
2016,transport,2016-04-01,Média dos Domingos,186,2,metro,Verde,Green
2016,transport,2016-04-01,Média dos Domingos,536,3,metro,Vermelha,Red
2016,transport,2016-04-01,Média dos Domingos,85,5,metro,Lilás,Lilac
2016,transport,2016-04-01,Média dos Domingos,3,15,metro,Prata,Silver
2016,transport,2016-04-01,Média dos Domingos,1290,99,metro,Sistema METRO,METRO System
2016,transport,2016-04-01,Máxima Diária,1481,1,metro,Azul,Blue
2016,transport,2016-04-01,Máxima Diária,696,2,metro,Verde,Green
2016,transport,2016-04-01,Máxima Diária,1525,3,metro,Vermelha,Red
2016,transport,2016-04-01,Máxima Diária,284,5,metro,Lilás,Lilac
2016,transport,2016-04-01,Máxima Diária,14,15,metro,Prata,Silver
2016,transport,2016-04-01,Máxima Diária,3996,99,metro,Sistema METRO,METRO System
2016,transport,2016-05-01,Total,35586,1,metro,Azul,Blue
2016,transport,2016-05-01,Total,16207,2,metro,Verde,Green
2016,transport,2016-05-01,Total,36714,3,metro,Vermelha,Red
2016,transport,2016-05-01,Total,6697,5,metro,Lilás,Lilac
2016,transport,2016-05-01,Total,322,15,metro,Prata,Silver
2016,transport,2016-05-01,Total,95527,99,metro,Sistema METRO,METRO System
2016,transport,2016-05-01,Média dos Dias Úteis,1423,1,metro,Azul,Blue
2016,transport,2016-05-01,Média dos Dias Úteis,676,2,metro,Verde,Green
2016,transport,2016-05-01,Média dos Dias Úteis,1461,3,metro,Vermelha,Red
2016,transport,2016-05-01,Média dos Dias Úteis,271,5,metro,Lilás,Lilac
2016,transport,2016-05-01,Média dos Dias Úteis,14,15,metro,Prata,Silver
2016,transport,2016-05-01,Média dos Dias Úteis,3844,99,metro,Sistema METRO,METRO System
2016,transport,2016-05-01,Média dos Sábados,788,1,metro,Azul,Blue
2016,transport,2016-05-01,Média dos Sábados,296,2,metro,Verde,Green
2016,transport,2016-05-01,Média dos Sábados,816,3,metro,Vermelha,Red
2016,transport,2016-05-01,Média dos Sábados,156,5,metro,Lilás,Lilac
2016,transport,2016-05-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-05-01,Média dos Sábados,2061,99,metro,Sistema METRO,METRO System
2016,transport,2016-05-01,Média dos Domingos,475,1,metro,Azul,Blue
2016,transport,2016-05-01,Média dos Domingos,180,2,metro,Verde,Green
2016,transport,2016-05-01,Média dos Domingos,526,3,metro,Vermelha,Red
2016,transport,2016-05-01,Média dos Domingos,72,5,metro,Lilás,Lilac
2016,transport,2016-05-01,Média dos Domingos,3,15,metro,Prata,Silver
2016,transport,2016-05-01,Média dos Domingos,1256,99,metro,Sistema METRO,METRO System
2016,transport,2016-05-01,Máxima Diária,1479,1,metro,Azul,Blue
2016,transport,2016-05-01,Máxima Diária,694,2,metro,Verde,Green
2016,transport,2016-05-01,Máxima Diária,1519,3,metro,Vermelha,Red
2016,transport,2016-05-01,Máxima Diária,290,5,metro,Lilás,Lilac
2016,transport,2016-05-01,Máxima Diária,15,15,metro,Prata,Silver
2016,transport,2016-05-01,Máxima Diária,3985,99,metro,Sistema METRO,METRO System
2016,transport,2016-06-01,Total,35236,1,metro,Azul,Blue
2016,transport,2016-06-01,Total,16354,2,metro,Verde,Green
2016,transport,2016-06-01,Total,36263,3,metro,Vermelha,Red
2016,transport,2016-06-01,Total,6720,5,metro,Lilás,Lilac
2016,transport,2016-06-01,Total,329,15,metro,Prata,Silver
2016,transport,2016-06-01,Total,94901,99,metro,Sistema METRO,METRO System
2016,transport,2016-06-01,Média dos Dias Úteis,1374,1,metro,Azul,Blue
2016,transport,2016-06-01,Média dos Dias Úteis,657,2,metro,Verde,Green
2016,transport,2016-06-01,Média dos Dias Úteis,1406,3,metro,Vermelha,Red
2016,transport,2016-06-01,Média dos Dias Úteis,263,5,metro,Lilás,Lilac
2016,transport,2016-06-01,Média dos Dias Úteis,14,15,metro,Prata,Silver
2016,transport,2016-06-01,Média dos Dias Úteis,3714,99,metro,Sistema METRO,METRO System
2016,transport,2016-06-01,Média dos Sábados,800,1,metro,Azul,Blue
2016,transport,2016-06-01,Média dos Sábados,298,2,metro,Verde,Green
2016,transport,2016-06-01,Média dos Sábados,830,3,metro,Vermelha,Red
2016,transport,2016-06-01,Média dos Sábados,157,5,metro,Lilás,Lilac
2016,transport,2016-06-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-06-01,Média dos Sábados,2091,99,metro,Sistema METRO,METRO System
2016,transport,2016-06-01,Média dos Domingos,451,1,metro,Azul,Blue
2016,transport,2016-06-01,Média dos Domingos,175,2,metro,Verde,Green
2016,transport,2016-06-01,Média dos Domingos,501,3,metro,Vermelha,Red
2016,transport,2016-06-01,Média dos Domingos,78,5,metro,Lilás,Lilac
2016,transport,2016-06-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-06-01,Média dos Domingos,1207,99,metro,Sistema METRO,METRO System
2016,transport,2016-06-01,Máxima Diária,1446,1,metro,Azul,Blue
2016,transport,2016-06-01,Máxima Diária,703,2,metro,Verde,Green
2016,transport,2016-06-01,Máxima Diária,1480,3,metro,Vermelha,Red
2016,transport,2016-06-01,Máxima Diária,285,5,metro,Lilás,Lilac
2016,transport,2016-06-01,Máxima Diária,15,15,metro,Prata,Silver
2016,transport,2016-06-01,Máxima Diária,3919,99,metro,Sistema METRO,METRO System
2016,transport,2016-07-01,Total,32712,1,metro,Azul,Blue
2016,transport,2016-07-01,Total,15123,2,metro,Verde,Green
2016,transport,2016-07-01,Total,33933,3,metro,Vermelha,Red
2016,transport,2016-07-01,Total,6215,5,metro,Lilás,Lilac
2016,transport,2016-07-01,Total,316,15,metro,Prata,Silver
2016,transport,2016-07-01,Total,88300,99,metro,Sistema METRO,METRO System
2016,transport,2016-07-01,Média dos Dias Úteis,1267,1,metro,Azul,Blue
2016,transport,2016-07-01,Média dos Dias Úteis,610,2,metro,Verde,Green
2016,transport,2016-07-01,Média dos Dias Úteis,1310,3,metro,Vermelha,Red
2016,transport,2016-07-01,Média dos Dias Úteis,243,5,metro,Lilás,Lilac
2016,transport,2016-07-01,Média dos Dias Úteis,14,15,metro,Prata,Silver
2016,transport,2016-07-01,Média dos Dias Úteis,3444,99,metro,Sistema METRO,METRO System
2016,transport,2016-07-01,Média dos Sábados,749,1,metro,Azul,Blue
2016,transport,2016-07-01,Média dos Sábados,278,2,metro,Verde,Green
2016,transport,2016-07-01,Média dos Sábados,771,3,metro,Vermelha,Red
2016,transport,2016-07-01,Média dos Sábados,147,5,metro,Lilás,Lilac
2016,transport,2016-07-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-07-01,Média dos Sábados,1950,99,metro,Sistema METRO,METRO System
2016,transport,2016-07-01,Média dos Domingos,473,1,metro,Azul,Blue
2016,transport,2016-07-01,Média dos Domingos,183,2,metro,Verde,Green
2016,transport,2016-07-01,Média dos Domingos,512,3,metro,Vermelha,Red
2016,transport,2016-07-01,Média dos Domingos,76,5,metro,Lilás,Lilac
2016,transport,2016-07-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-07-01,Média dos Domingos,1247,99,metro,Sistema METRO,METRO System
2016,transport,2016-07-01,Máxima Diária,1322,1,metro,Azul,Blue
2016,transport,2016-07-01,Máxima Diária,635,2,metro,Verde,Green
2016,transport,2016-07-01,Máxima Diária,1365,3,metro,Vermelha,Red
2016,transport,2016-07-01,Máxima Diária,260,5,metro,Lilás,Lilac
2016,transport,2016-07-01,Máxima Diária,14,15,metro,Prata,Silver
2016,transport,2016-07-01,Máxima Diária,3590,99,metro,Sistema METRO,METRO System
2016,transport,2016-08-01,Total,36913,1,metro,Azul,Blue
2016,transport,2016-08-01,Total,17185,2,metro,Verde,Green
2016,transport,2016-08-01,Total,38136,3,metro,Vermelha,Red
2016,transport,2016-08-01,Total,6904,5,metro,Lilás,Lilac
2016,transport,2016-08-01,Total,368,15,metro,Prata,Silver
2016,transport,2016-08-01,Total,99506,99,metro,Sistema METRO,METRO System
2016,transport,2016-08-01,Média dos Dias Úteis,1387,1,metro,Azul,Blue
2016,transport,2016-08-01,Média dos Dias Úteis,665,2,metro,Verde,Green
2016,transport,2016-08-01,Média dos Dias Úteis,1426,3,metro,Vermelha,Red
2016,transport,2016-08-01,Média dos Dias Úteis,260,5,metro,Lilás,Lilac
2016,transport,2016-08-01,Média dos Dias Úteis,15,15,metro,Prata,Silver
2016,transport,2016-08-01,Média dos Dias Úteis,3753,99,metro,Sistema METRO,METRO System
2016,transport,2016-08-01,Média dos Sábados,806,1,metro,Azul,Blue
2016,transport,2016-08-01,Média dos Sábados,303,2,metro,Verde,Green
2016,transport,2016-08-01,Média dos Sábados,844,3,metro,Vermelha,Red
2016,transport,2016-08-01,Média dos Sábados,158,5,metro,Lilás,Lilac
2016,transport,2016-08-01,Média dos Sábados,5,15,metro,Prata,Silver
2016,transport,2016-08-01,Média dos Sábados,2116,99,metro,Sistema METRO,METRO System
2016,transport,2016-08-01,Média dos Domingos,445,1,metro,Azul,Blue
2016,transport,2016-08-01,Média dos Domingos,171,2,metro,Verde,Green
2016,transport,2016-08-01,Média dos Domingos,489,3,metro,Vermelha,Red
2016,transport,2016-08-01,Média dos Domingos,73,5,metro,Lilás,Lilac
2016,transport,2016-08-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-08-01,Média dos Domingos,1181,99,metro,Sistema METRO,METRO System
2016,transport,2016-08-01,Máxima Diária,1444,1,metro,Azul,Blue
2016,transport,2016-08-01,Máxima Diária,688,2,metro,Verde,Green
2016,transport,2016-08-01,Máxima Diária,1487,3,metro,Vermelha,Red
2016,transport,2016-08-01,Máxima Diária,269,5,metro,Lilás,Lilac
2016,transport,2016-08-01,Máxima Diária,16,15,metro,Prata,Silver
2016,transport,2016-08-01,Máxima Diária,3895,99,metro,Sistema METRO,METRO System
2016,transport,2016-09-01,Total,35394,1,metro,Azul,Blue
2016,transport,2016-09-01,Total,16252,2,metro,Verde,Green
2016,transport,2016-09-01,Total,36339,3,metro,Vermelha,Red
2016,transport,2016-09-01,Total,6644,5,metro,Lilás,Lilac
2016,transport,2016-09-01,Total,331,15,metro,Prata,Silver
2016,transport,2016-09-01,Total,94960,99,metro,Sistema METRO,METRO System
2016,transport,2016-09-01,Média dos Dias Úteis,1417,1,metro,Azul,Blue
2016,transport,2016-09-01,Média dos Dias Úteis,671,2,metro,Verde,Green
2016,transport,2016-09-01,Média dos Dias Úteis,1450,3,metro,Vermelha,Red
2016,transport,2016-09-01,Média dos Dias Úteis,266,5,metro,Lilás,Lilac
2016,transport,2016-09-01,Média dos Dias Úteis,14,15,metro,Prata,Silver
2016,transport,2016-09-01,Média dos Dias Úteis,3817,99,metro,Sistema METRO,METRO System
2016,transport,2016-09-01,Média dos Sábados,821,1,metro,Azul,Blue
2016,transport,2016-09-01,Média dos Sábados,307,2,metro,Verde,Green
2016,transport,2016-09-01,Média dos Sábados,841,3,metro,Vermelha,Red
2016,transport,2016-09-01,Média dos Sábados,158,5,metro,Lilás,Lilac
2016,transport,2016-09-01,Média dos Sábados,6,15,metro,Prata,Silver
2016,transport,2016-09-01,Média dos Sábados,2132,99,metro,Sistema METRO,METRO System
2016,transport,2016-09-01,Média dos Domingos,465,1,metro,Azul,Blue
2016,transport,2016-09-01,Média dos Domingos,185,2,metro,Verde,Green
2016,transport,2016-09-01,Média dos Domingos,497,3,metro,Vermelha,Red
2016,transport,2016-09-01,Média dos Domingos,81,5,metro,Lilás,Lilac
2016,transport,2016-09-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-09-01,Média dos Domingos,1229,99,metro,Sistema METRO,METRO System
2016,transport,2016-09-01,Máxima Diária,1459,1,metro,Azul,Blue
2016,transport,2016-09-01,Máxima Diária,690,2,metro,Verde,Green
2016,transport,2016-09-01,Máxima Diária,1478,3,metro,Vermelha,Red
2016,transport,2016-09-01,Máxima Diária,275,5,metro,Lilás,Lilac
2016,transport,2016-09-01,Máxima Diária,15,15,metro,Prata,Silver
2016,transport,2016-09-01,Máxima Diária,3906,99,metro,Sistema METRO,METRO System
2016,transport,2016-10-01,Total,35085,1,metro,Azul,Blue
2016,transport,2016-10-01,Total,16035,2,metro,Verde,Green
2016,transport,2016-10-01,Total,36172,3,metro,Vermelha,Red
2016,transport,2016-10-01,Total,6600,5,metro,Lilás,Lilac
2016,transport,2016-10-01,Total,319,15,metro,Prata,Silver
2016,transport,2016-10-01,Total,94211,99,metro,Sistema METRO,METRO System
2016,transport,2016-10-01,Média dos Dias Úteis,1411,1,metro,Azul,Blue
2016,transport,2016-10-01,Média dos Dias Úteis,670,2,metro,Verde,Green
2016,transport,2016-10-01,Média dos Dias Úteis,1442,3,metro,Vermelha,Red
2016,transport,2016-10-01,Média dos Dias Úteis,264,5,metro,Lilás,Lilac
2016,transport,2016-10-01,Média dos Dias Úteis,14,15,metro,Prata,Silver
2016,transport,2016-10-01,Média dos Dias Úteis,3801,99,metro,Sistema METRO,METRO System
2016,transport,2016-10-01,Média dos Sábados,811,1,metro,Azul,Blue
2016,transport,2016-10-01,Média dos Sábados,303,2,metro,Verde,Green
2016,transport,2016-10-01,Média dos Sábados,839,3,metro,Vermelha,Red
2016,transport,2016-10-01,Média dos Sábados,159,5,metro,Lilás,Lilac
2016,transport,2016-10-01,Média dos Sábados,6,15,metro,Prata,Silver
2016,transport,2016-10-01,Média dos Sábados,2118,99,metro,Sistema METRO,METRO System
2016,transport,2016-10-01,Média dos Domingos,461,1,metro,Azul,Blue
2016,transport,2016-10-01,Média dos Domingos,181,2,metro,Verde,Green
2016,transport,2016-10-01,Média dos Domingos,515,3,metro,Vermelha,Red
2016,transport,2016-10-01,Média dos Domingos,82,5,metro,Lilás,Lilac
2016,transport,2016-10-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-10-01,Média dos Domingos,1242,99,metro,Sistema METRO,METRO System
2016,transport,2016-10-01,Máxima Diária,1459,1,metro,Azul,Blue
2016,transport,2016-10-01,Máxima Diária,690,2,metro,Verde,Green
2016,transport,2016-10-01,Máxima Diária,1500,3,metro,Vermelha,Red
2016,transport,2016-10-01,Máxima Diária,279,5,metro,Lilás,Lilac
2016,transport,2016-10-01,Máxima Diária,16,15,metro,Prata,Silver
2016,transport,2016-10-01,Máxima Diária,3941,99,metro,Sistema METRO,METRO System
2016,transport,2016-11-01,Total,34455,1,metro,Azul,Blue
2016,transport,2016-11-01,Total,15668,2,metro,Verde,Green
2016,transport,2016-11-01,Total,35264,3,metro,Vermelha,Red
2016,transport,2016-11-01,Total,6460,5,metro,Lilás,Lilac
2016,transport,2016-11-01,Total,363,15,metro,Prata,Silver
2016,transport,2016-11-01,Total,92211,99,metro,Sistema METRO,METRO System
2016,transport,2016-11-01,Média dos Dias Úteis,1429,1,metro,Azul,Blue
2016,transport,2016-11-01,Média dos Dias Úteis,678,2,metro,Verde,Green
2016,transport,2016-11-01,Média dos Dias Úteis,1450,3,metro,Vermelha,Red
2016,transport,2016-11-01,Média dos Dias Úteis,268,5,metro,Lilás,Lilac
2016,transport,2016-11-01,Média dos Dias Úteis,16,15,metro,Prata,Silver
2016,transport,2016-11-01,Média dos Dias Úteis,3841,99,metro,Sistema METRO,METRO System
2016,transport,2016-11-01,Média dos Sábados,843,1,metro,Azul,Blue
2016,transport,2016-11-01,Média dos Sábados,310,2,metro,Verde,Green
2016,transport,2016-11-01,Média dos Sábados,869,3,metro,Vermelha,Red
2016,transport,2016-11-01,Média dos Sábados,162,5,metro,Lilás,Lilac
2016,transport,2016-11-01,Média dos Sábados,7,15,metro,Prata,Silver
2016,transport,2016-11-01,Média dos Sábados,2191,99,metro,Sistema METRO,METRO System
2016,transport,2016-11-01,Média dos Domingos,480,1,metro,Azul,Blue
2016,transport,2016-11-01,Média dos Domingos,188,2,metro,Verde,Green
2016,transport,2016-11-01,Média dos Domingos,524,3,metro,Vermelha,Red
2016,transport,2016-11-01,Média dos Domingos,86,5,metro,Lilás,Lilac
2016,transport,2016-11-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-11-01,Média dos Domingos,1279,99,metro,Sistema METRO,METRO System
2016,transport,2016-11-01,Máxima Diária,1479,1,metro,Azul,Blue
2016,transport,2016-11-01,Máxima Diária,697,2,metro,Verde,Green
2016,transport,2016-11-01,Máxima Diária,1503,3,metro,Vermelha,Red
2016,transport,2016-11-01,Máxima Diária,283,5,metro,Lilás,Lilac
2016,transport,2016-11-01,Máxima Diária,18,15,metro,Prata,Silver
2016,transport,2016-11-01,Máxima Diária,3979,99,metro,Sistema METRO,METRO System
2016,transport,2016-12-01,Total,33597,1,metro,Azul,Blue
2016,transport,2016-12-01,Total,14954,2,metro,Verde,Green
2016,transport,2016-12-01,Total,34923,3,metro,Vermelha,Red
2016,transport,2016-12-01,Total,6484,5,metro,Lilás,Lilac
2016,transport,2016-12-01,Total,363,15,metro,Prata,Silver
2016,transport,2016-12-01,Total,90322,99,metro,Sistema METRO,METRO System
2016,transport,2016-12-01,Média dos Dias Úteis,1315,1,metro,Azul,Blue
2016,transport,2016-12-01,Média dos Dias Úteis,615,2,metro,Verde,Green
2016,transport,2016-12-01,Média dos Dias Úteis,1361,3,metro,Vermelha,Red
2016,transport,2016-12-01,Média dos Dias Úteis,252,5,metro,Lilás,Lilac
2016,transport,2016-12-01,Média dos Dias Úteis,16,15,metro,Prata,Silver
2016,transport,2016-12-01,Média dos Dias Úteis,3557,99,metro,Sistema METRO,METRO System
2016,transport,2016-12-01,Média dos Sábados,909,1,metro,Azul,Blue
2016,transport,2016-12-01,Média dos Sábados,327,2,metro,Verde,Green
2016,transport,2016-12-01,Média dos Sábados,954,3,metro,Vermelha,Red
2016,transport,2016-12-01,Média dos Sábados,180,5,metro,Lilás,Lilac
2016,transport,2016-12-01,Média dos Sábados,8,15,metro,Prata,Silver
2016,transport,2016-12-01,Média dos Sábados,2378,99,metro,Sistema METRO,METRO System
2016,transport,2016-12-01,Média dos Domingos,547,1,metro,Azul,Blue
2016,transport,2016-12-01,Média dos Domingos,216,2,metro,Verde,Green
2016,transport,2016-12-01,Média dos Domingos,576,3,metro,Vermelha,Red
2016,transport,2016-12-01,Média dos Domingos,96,5,metro,Lilás,Lilac
2016,transport,2016-12-01,Média dos Domingos,2,15,metro,Prata,Silver
2016,transport,2016-12-01,Média dos Domingos,1437,99,metro,Sistema METRO,METRO System
2016,transport,2016-12-01,Máxima Diária,1476,1,metro,Azul,Blue
2016,transport,2016-12-01,Máxima Diária,690,2,metro,Verde,Green
2016,transport,2016-12-01,Máxima Diária,1489,3,metro,Vermelha,Red
2016,transport,2016-12-01,Máxima Diária,275,5,metro,Lilás,Lilac
2016,transport,2016-12-01,Máxima Diária,18,15,metro,Prata,Silver
2016,transport,2016-12-01,Máxima Diária,3948,99,metro,Sistema METRO,METRO System
2017,entrance,2017-10-01,Total,26029,1,metro,Azul,Blue
2017,entrance,2017-10-01,Total,13219,2,metro,Verde,Green
2017,entrance,2017-10-01,Total,30557,3,metro,Vermelha,Red
2017,entrance,2017-10-01,Total,6427,5,metro,Lilás,Lilac
2017,entrance,2017-10-01,Total,260,15,metro,Prata,Silver
2017,entrance,2017-10-01,Total,76491,99,metro,Sistema METRO,METRO System
2017,entrance,2017-10-01,Média dos dias úteis,1059,1,metro,Azul,Blue
