date,line_number,metric_abb,metric,value,year
2021-07-01,15,mdu,Média dos Dias Úteis,43,2021
2021-07-01,15,msa,Média dos Sábados,17,2021
2021-07-01,15,mdo,Média dos Domingos,9,2021
2021-07-01,15,max,Máxima Diária,46,2021
2021-07-01,NA,total,Total,39903,2021
2021-07-01,NA,mdu,Média dos Dias Úteis,1534,2021
2021-07-01,NA,msa,Média dos Sábados,925,2021
2021-07-01,NA,mdo,Média dos Domingos,493,2021
2021-07-01,NA,max,Máxima Diária,1596,2021
2021-08-01,1,total,Total,13887,2021
2021-08-01,1,mdu,Média dos Dias Úteis,531,2021
2021-08-01,1,msa,Média dos Sábados,336,2021
2021-08-01,1,mdo,Média dos Domingos,173,2021
2021-08-01,1,max,Máxima Diária,553,2021
2021-08-01,2,total,Total,7899,2021
2021-08-01,2,mdu,Média dos Dias Úteis,306,2021
2021-08-01,2,msa,Média dos Sábados,165,2021
2021-08-01,2,mdo,Média dos Domingos,101,2021
2021-08-01,2,max,Máxima Diária,322,2021
2021-08-01,3,total,Total,16941,2021
2021-08-01,3,mdu,Média dos Dias Úteis,650,2021
2021-08-01,3,msa,Média dos Sábados,402,2021
2021-08-01,3,mdo,Média dos Domingos,209,2021
2021-08-01,3,max,Máxima Diária,680,2021
2021-08-01,15,total,Total,1176,2021
2021-08-01,15,mdu,Média dos Dias Úteis,47,2021
2021-08-01,15,msa,Média dos Sábados,23,2021
2021-08-01,15,mdo,Média dos Domingos,10,2021
2021-08-01,15,max,Máxima Diária,50,2021
2021-08-01,NA,total,Total,41308,2021
2021-08-01,NA,mdu,Média dos Dias Úteis,1649,2021
2021-08-01,NA,msa,Média dos Sábados,1013,2021
2021-08-01,NA,mdo,Média dos Domingos,562,2021
2021-08-01,NA,max,Máxima Diária,1697,2021
2021-09-01,1,total,Total,14620,2021
2021-09-01,1,mdu,Média dos Dias Úteis,580,2021
2021-09-01,1,msa,Média dos Sábados,373,2021
2021-09-01,1,mdo,Média dos Domingos,202,2021
2021-09-01,1,max,Máxima Diária,600,2021
2021-09-01,2,total,Total,8167,2021
2021-09-01,2,mdu,Média dos Dias Úteis,328,2021
2021-09-01,2,msa,Média dos Sábados,178,2021
2021-09-01,2,mdo,Média dos Domingos,118,2021
2021-09-01,2,max,Máxima Diária,338,2021
2021-09-01,3,total,Total,17307,2021
2021-09-01,3,mdu,Média dos Dias Úteis,691,2021
2021-09-01,3,msa,Média dos Sábados,432,2021
2021-09-01,3,mdo,Média dos Domingos,231,2021
2021-09-01,3,max,Máxima Diária,742,2021
2021-09-01,15,total,Total,1214,2021
2021-09-01,15,mdu,Média dos Dias Úteis,50,2021
2021-09-01,15,msa,Média dos Sábados,30,2021
2021-09-01,15,mdo,Média dos Domingos,11,2021
2021-09-01,15,max,Máxima Diária,51,2021
2021-09-01,NA,total,Total,43193,2021
2021-09-01,NA,mdu,Média dos Dias Úteis,1736,2021
2021-09-01,NA,msa,Média dos Sábados,1084,2021
2021-09-01,NA,mdo,Média dos Domingos,559,2021
2021-09-01,NA,max,Máxima Diária,1835,2021
2021-10-01,1,total,Total,15384,2021
2021-10-01,1,mdu,Média dos Dias Úteis,614,2021
2021-10-01,1,msa,Média dos Sábados,403,2021
2021-10-01,1,mdo,Média dos Domingos,196,2021
2021-10-01,1,max,Máxima Diária,652,2021
2021-10-01,2,total,Total,8506,2021
2021-10-01,2,mdu,Média dos Dias Úteis,348,2021
2021-10-01,2,msa,Média dos Sábados,195,2021
2021-10-01,2,mdo,Média dos Domingos,112,2021
2021-10-01,2,max,Máxima Diária,365,2021
2021-10-01,3,total,Total,18109,2021
2021-10-01,3,mdu,Média dos Dias Úteis,723,2021
2021-10-01,3,msa,Média dos Sábados,463,2021
2021-10-01,3,mdo,Média dos Domingos,243,2021
2021-10-01,3,max,Máxima Diária,764,2021
