date,line_number,metric_abb,metric,value,year
2019-04-01,4,total,Total,6588631,2019
2019-04-01,5,max,Máxima Diária,110908,2019
2019-04-01,5,mdo,Média dos Domingos,9918.880597014928,2019
2019-04-01,5,mdu,Média dos Dias Úteis,34731.116477272706,2019
2019-04-01,5,msa,Média dos Sábados,18128.492537313432,2019
2019-04-01,5,total,Total,14284719,2019
2019-05-01,4,max,Máxima Diária,62076,2019
2019-05-01,4,mdo,Média dos Domingos,9030.027777777777,2019
2019-05-01,4,mdu,Média dos Dias Úteis,30506.62626262626,2019
2019-05-01,4,msa,Média dos Sábados,14431.527777777776,2019
2019-05-01,4,total,Total,6965737,2019
2019-05-01,5,max,Máxima Diária,100999,2019
2019-05-01,5,mdo,Média dos Domingos,10069.941176470587,2019
2019-05-01,5,mdu,Média dos Dias Úteis,34359.200534759344,2019
2019-05-01,5,msa,Média dos Sábados,18166.235294117643,2019
2019-05-01,5,total,Total,14799611,2019
2019-06-01,4,max,Máxima Diária,59919,2019
2019-06-01,4,mdo,Média dos Domingos,8829.444444444445,2019
2019-06-01,4,mdu,Média dos Dias Úteis,28520.087719298255,2019
2019-06-01,4,msa,Média dos Sábados,14199.688888888888,2019
2019-06-01,4,total,Total,5999187,2019
2019-06-01,5,max,Máxima Diária,101867,2019
2019-06-01,5,mdo,Média dos Domingos,9659.223529411762,2019
2019-06-01,5,mdu,Média dos Dias Úteis,31514.337461300365,2019
2019-06-01,5,msa,Média dos Sábados,17625.858823529412,2019
2019-06-01,5,total,Total,12703149,2019
2019-07-01,4,max,Máxima Diária,53206,2019
2019-07-01,4,mdo,Média dos Domingos,7844.5,2019
2019-07-01,4,mdu,Média dos Dias Úteis,25365.77777777779,2019
2019-07-01,4,msa,Média dos Sábados,13598.111111111111,2019
2019-07-01,4,total,Total,6022650,2019
2019-07-01,5,max,Máxima Diária,94517,2019
2019-07-01,5,mdo,Média dos Domingos,9583.264705882355,2019
2019-07-01,5,mdu,Média dos Dias Úteis,29613.99232736574,2019
2019-07-01,5,msa,Média dos Sábados,17342,2019
2019-07-01,5,total,Total,13409989,2019
2019-08-01,4,max,Máxima Diária,63823,2019
2019-08-01,4,mdo,Média dos Domingos,8104.2222222222235,2019
2019-08-01,4,mdu,Média dos Dias Úteis,30703.207070707056,2019
2019-08-01,4,msa,Média dos Sábados,14841.266666666668,2019
2019-08-01,4,total,Total,7038844,2019
2019-08-01,5,max,Máxima Diária,102435,2019
2019-08-01,5,mdo,Média dos Domingos,9380.102941176468,2019
2019-08-01,5,mdu,Média dos Dias Úteis,34456.44919786099,2019
2019-08-01,5,msa,Média dos Sábados,18352.16470588235,2019
2019-08-01,5,total,Total,15084493,2019
2019-09-01,4,max,Máxima Diária,59663,2019
2019-09-01,4,mdo,Média dos Domingos,8783.622222222224,2019
2019-09-01,4,mdu,Média dos Dias Úteis,31074.428571428587,2019
2019-09-01,4,msa,Média dos Sábados,14492.055555555555,2019
2019-09-01,4,total,Total,6790044,2019
2019-09-01,5,max,Máxima Diária,103416,2019
2019-09-01,5,mdo,Média dos Domingos,10397.717647058818,2019
2019-09-01,5,mdu,Média dos Dias Úteis,35286.36414565826,2019
2019-09-01,5,msa,Média dos Sábados,18280.955882352937,2019
2019-09-01,5,total,Total,14724143,2019
2019-10-01,4,max,Máxima Diária,60416,2019
2019-10-01,4,mdo,Média dos Domingos,9905.5,2019
2019-10-01,4,mdu,Média dos Dias Úteis,30923.980676328487,2019
2019-10-01,4,msa,Média dos Sábados,14339.722222222224,2019
2019-10-01,4,total,Total,7274092,2019
2019-10-01,5,max,Máxima Diária,105092,2019
2019-10-01,5,mdo,Média dos Domingos,11125.882352941178,2019
2019-10-01,5,mdu,Média dos Dias Úteis,35667.70843989766,2019
2019-10-01,5,msa,Média dos Sábados,19011.117647058825,2019
2019-10-01,5,total,Total,15995390,2019
2019-11-01,4,max,Máxima Diária,61020,2019
2019-11-01,4,mdo,Média dos Domingos,8885.138888888889,2019
2019-11-01,4,mdu,Média dos Dias Úteis,30813.522222222233,2019
2019-11-01,4,msa,Média dos Sábados,14456.066666666668,2019
2019-11-01,4,total,Total,6608660,2019
2019-11-01,5,max,Máxima Diária,107149,2019
2019-11-01,5,mdo,Média dos Domingos,10677.5,2019
2019-11-01,5,mdu,Média dos Dias Úteis,35463.714705882376,2019
2019-11-01,5,msa,Média dos Sábados,18596.67058823529,2019
2019-11-01,5,total,Total,14569395,2019
2019-12-01,4,max,Máxima Diária,59395,2019
2019-12-01,4,mdo,Média dos Domingos,9636.28888888889,2019
2019-12-01,4,mdu,Média dos Dias Úteis,25813.92063492064,2019
2019-12-01,4,msa,Média dos Sábados,14447.666666666666,2019
2019-12-01,4,total,Total,5871114,2019
2019-12-01,5,max,Máxima Diária,106757,2019
2019-12-01,5,mdo,Média dos Domingos,11807.176470588238,2019
2019-12-01,5,mdu,Média dos Dias Úteis,31927.445378151264,2019
2019-12-01,5,msa,Média dos Sábados,20373.823529411766,2019
2019-12-01,5,total,Total,13908163,2019
2020-01-01,4,max,Máxima Diária,51047,2020
2020-01-01,4,mdo,Média dos Domingos,7336.194444444444,2020
2020-01-01,4,mdu,Média dos Dias Úteis,25660.94949494949,2020
2020-01-01,4,msa,Média dos Sábados,11997.611111111111,2020
2020-01-01,4,total,Total,5816827,2020
2020-01-01,5,max,Máxima Diária,101816,2020
2020-01-01,5,mdo,Média dos Domingos,9824.514705882355,2020
2020-01-01,5,mdu,Média dos Dias Úteis,31441.54545454549,2020
2020-01-01,5,msa,Média dos Sábados,16417.661764705885,2020
2020-01-01,5,total,Total,13660334,2020
2020-02-01,4,max,Máxima Diária,58528,2020
2020-02-01,4,mdo,Média dos Domingos,11138.027777777777,2020
2020-02-01,4,mdu,Média dos Dias Úteis,29873.537037037036,2020
2020-02-01,4,msa,Média dos Sábados,16590.82222222222,2020
2020-02-01,4,total,Total,6254941,2020
2020-02-01,5,max,Máxima Diária,104106,2020
2020-02-01,5,mdo,Média dos Domingos,11529.97058823529,2020
2020-02-01,5,mdu,Média dos Dias Úteis,35415.15686274513,2020
2020-02-01,5,msa,Média dos Sábados,19419.05882352942,2020
2020-02-01,5,total,Total,13805590,2020
2020-03-01,4,max,Máxima Diária,62599,2020
2020-03-01,4,mdo,Média dos Domingos,5551.377777777777,2020
2020-03-01,4,mdu,Média dos Dias Úteis,19692.828282828283,2020
2020-03-01,4,msa,Média dos Sábados,8555.888888888887,2020
2020-03-01,4,total,Total,4457004,2020
2020-03-01,5,max,Máxima Diária,105601,2020
2020-03-01,5,mdo,Média dos Domingos,7422.835294117646,2020
2020-03-01,5,mdu,Média dos Dias Úteis,24631.786096256677,2020
2020-03-01,5,msa,Média dos Sábados,12222.441176470586,2020
2020-03-01,5,total,Total,10674355,2020
2020-04-01,4,max,Máxima Diária,12919,2020
2020-04-01,4,mdo,Média dos Domingos,1641.611111111111,2020
2020-04-01,4,mdu,Média dos Dias Úteis,5575.327777777776,2020
2020-04-01,4,msa,Média dos Sábados,2933.25,2020
2020-04-01,4,total,Total,1207759,2020
2020-04-01,5,max,Máxima Diária,32642,2020
2020-04-01,5,mdo,Média dos Domingos,3015.0294117647054,2020
2020-04-01,5,mdu,Média dos Dias Úteis,8833.494117647057,2020
2020-04-01,5,msa,Média dos Sábados,5216.441176470589,2020
2020-04-01,5,total,Total,3695176,2020
2020-05-01,4,max,Máxima Diária,13348,2020
2020-05-01,4,mdo,Média dos Domingos,1739.4444444444443,2020
2020-05-01,4,mdu,Média dos Dias Úteis,5833.072222222221,2020
2020-05-01,4,msa,Média dos Sábados,3206.6444444444446,2020
2020-05-01,4,total,Total,1294040,2020
2020-05-01,5,max,Máxima Diária,34824,2020
2020-05-01,5,mdo,Média dos Domingos,3267.0941176470583,2020
2020-05-01,5,mdu,Média dos Dias Úteis,9303.200000000004,2020
2020-05-01,5,msa,Média dos Sábados,5818.341176470589,2020
2020-05-01,5,total,Total,4008172,2020
2020-06-01,4,max,Máxima Diária,16962,2020
2020-06-01,4,mdo,Média dos Domingos,2160.5,2020
2020-06-01,4,mdu,Média dos Dias Úteis,7476.703703703702,2020
2020-06-01,4,msa,Média dos Sábados,4021.722222222222,2020
2020-06-01,4,total,Total,1694476,2020
2020-06-01,5,max,Máxima Diária,48321,2020
2020-06-01,5,mdo,Média dos Domingos,3829.9411764705887,2020
2020-06-01,5,mdu,Média dos Dias Úteis,11806.218487394946,2020
2020-06-01,5,msa,Média dos Sábados,7119.705882352941,2020
2020-06-01,5,total,Total,5139394,2020
2020-07-01,4,max,Máxima Diária,20059,2020
2020-07-01,4,mdo,Média dos Domingos,2502.666666666667,2020
2020-07-01,4,mdu,Média dos Dias Úteis,9167.570048309184,2020
2020-07-01,4,msa,Média dos Sábados,5377.305555555556,2020
2020-07-01,4,total,Total,2181366,2020
2020-07-01,5,max,Máxima Diária,51163,2020
2020-07-01,5,mdo,Média dos Domingos,4593.5,2020
2020-07-01,5,mdu,Média dos Dias Úteis,14343.250639386162,2020
2020-07-01,5,msa,Média dos Sábados,9174.941176470586,2020
2020-07-01,5,total,Total,6544465,2020
2020-08-01,4,max,Máxima Diária,23368,2020
2020-08-01,4,mdo,Média dos Domingos,2843.7111111111108,2020
2020-08-01,4,mdu,Média dos Dias Úteis,10466.555555555551,2020
2020-08-01,4,msa,Média dos Sábados,6060.044444444445,2020
2020-08-01,4,total,Total,2378848,2020
2020-08-01,5,max,Máxima Diária,57171,2020
2020-08-01,5,mdo,Média dos Domingos,5026.4235294117625,2020
2020-08-01,5,mdu,Média dos Dias Úteis,16282.067226890782,2020
2020-08-01,5,msa,Média dos Sábados,10117.858823529408,2020
2020-08-01,5,total,Total,7099962,2020
2020-09-01,4,max,Máxima Diária,25001,2020
2020-09-01,4,mdo,Média dos Domingos,3305.722222222222,2020
2020-09-01,4,mdu,Média dos Dias Úteis,11624.936507936507,2020
2020-09-01,4,msa,Média dos Sábados,6989.777777777777,2020
2020-09-01,4,total,Total,2604320,2020
2020-09-01,5,max,Máxima Diária,61616,2020
2020-09-01,5,mdo,Média dos Domingos,5757.205882352942,2020
2020-09-01,5,mdu,Média dos Dias Úteis,18015.70588235294,2020
2020-09-01,5,msa,Média dos Sábados,11523.852941176468,2020
2020-09-01,5,total,Total,7728136,2020
2020-10-01,4,max,Máxima Diária,27597,2020
2020-10-01,4,mdo,Média dos Domingos,3783.6388888888887,2020
2020-10-01,4,mdu,Média dos Dias Úteis,12742.201058201059,2020
2020-10-01,4,msa,Média dos Sábados,7583.2222222222235,2020
2020-10-01,4,total,Total,2925872,2020
2020-10-01,5,max,Máxima Diária,64847,2020
2020-10-01,5,mdo,Média dos Domingos,6194.926470588234,2020
2020-10-01,5,mdu,Média dos Dias Úteis,19659.549019607824,2020
2020-10-01,5,msa,Média dos Sábados,12248.800000000003,2020
2020-10-01,5,total,Total,8614156,2020
2020-11-01,4,max,Máxima Diária,29026,2020
2020-11-01,4,mdo,Média dos Domingos,4480.644444444445,2020
2020-11-01,4,mdu,Média dos Dias Úteis,13403.666666666668,2020
2020-11-01,4,msa,Média dos Sábados,8534.111111111111,2020
2020-11-01,4,total,Total,2961474,2020
2020-11-01,5,max,Máxima Diária,70348,2020
2020-11-01,5,mdo,Média dos Domingos,6796.211764705882,2020
2020-11-01,5,mdu,Média dos Dias Úteis,20685.829411764713,2020
2020-11-01,5,msa,Média dos Sábados,13698.308823529416,2020
2020-11-01,5,total,Total,8668876,2020
2020-12-01,4,max,Máxima Diária,29795,2020
2020-12-01,4,mdo,Média dos Domingos,4045.1666666666665,2020
2020-12-01,4,mdu,Média dos Dias Úteis,12293.31313131313,2020
2020-12-01,4,msa,Média dos Sábados,7639.777777777777,2020
2020-12-01,4,total,Total,2875301,2020
2020-12-01,5,max,Máxima Diária,72859,2020
2020-12-01,5,mdo,Média dos Domingos,6969.235294117644,2020
2020-12-01,5,mdu,Média dos Dias Úteis,19818.989304812814,2020
2020-12-01,5,msa,Média dos Sábados,13052.397058823532,2020
2020-12-01,5,total,Total,8844030,2020
2021-01-01,4,max,Máxima Diária,27760,2021
2021-01-01,4,mdo,Média dos Domingos,3560.3999999999996,2021
2021-01-01,4,mdu,Média dos Dias Úteis,12112.838888888891,2021
2021-01-01,4,msa,Média dos Sábados,6100.555555555557,2021
2021-01-01,4,total,Total,2632226,2021
2021-01-01,5,max,Máxima Diária,67027,2021
2021-01-01,5,mdo,Média dos Domingos,6130.788235294118,2021
2021-01-01,5,mdu,Média dos Dias Úteis,19215.994117647086,2021
2021-01-01,5,msa,Média dos Sábados,10782.905882352947,2021
2021-01-01,5,total,Total,8032518,2021
2021-02-01,4,max,Máxima Diária,28569,2021
2021-02-01,4,mdo,Média dos Domingos,3886.7777777777783,2021
2021-02-01,4,mdu,Média dos Dias Úteis,13388.265432098768,2021
2021-02-01,4,msa,Média dos Sábados,7552.972222222223,2021
2021-02-01,4,total,Total,2781607,2021
2021-02-01,5,max,Máxima Diária,68551,2021
2021-02-01,5,mdo,Média dos Domingos,6591.029411764708,2021
2021-02-01,5,mdu,Média dos Dias Úteis,21117.169934640497,2021
2021-02-01,5,msa,Média dos Sábados,12597.088235294117,2021
2021-02-01,5,total,Total,8373511,2021
2021-03-01,4,max,Máxima Diária,28158,2021
2021-03-01,4,mdo,Média dos Domingos,2474.8611111111113,2021
2021-03-01,4,mdu,Média dos Dias Úteis,9988.251207729465,2021
2021-03-01,4,msa,Média dos Sábados,4884.472222222223,2021
2021-03-01,4,total,Total,2332504,2021
2021-03-01,5,max,Máxima Diária,70436,2021
2021-03-01,5,mdo,Média dos Domingos,4538.60294117647,2021
2021-03-01,5,mdu,Média dos Dias Úteis,16645.23785166241,2021
2021-03-01,5,msa,Média dos Sábados,9016.338235294117,2021
2021-03-01,5,total,Total,7430024,2021
2021-04-01,4,max,Máxima Diária,24773,2021
2021-04-01,4,mdo,Média dos Domingos,2689.833333333333,2021
2021-04-01,4,mdu,Média dos Dias Úteis,10027.599999999997,2021
2021-04-01,4,msa,Média dos Sábados,5099.333333333334,2021
2021-04-01,4,total,Total,2155232,2021
2021-04-01,5,max,Máxima Diária,61293,2021
2021-04-01,5,mdo,Média dos Domingos,4953.985294117645,2021
2021-04-01,5,mdu,Média dos Dias Úteis,16771.39705882352,2021
2021-04-01,5,msa,Média dos Sábados,9438.02941176471,2021
2021-04-01,5,total,Total,6912898,2021
2021-05-01,4,max,Máxima Diária,26383,2021
2021-05-01,4,mdo,Média dos Domingos,3662.555555555556,2021
2021-05-01,4,mdu,Média dos Dias Úteis,11932.523809523806,2021
2021-05-01,4,msa,Média dos Sábados,6944.155555555556,2021
2021-05-01,4,total,Total,2732549,2021
2021-05-01,5,max,Máxima Diária,64989,2021
2021-05-01,5,mdo,Média dos Domingos,6167.929411764706,2021
2021-05-01,5,mdu,Média dos Dias Úteis,19285.76470588232,2021
2021-05-01,5,msa,Média dos Sábados,11749.588235294117,2021
2021-05-01,5,total,Total,8408007,2021
2021-06-01,4,max,Máxima Diária,27373,2021
2021-06-01,4,mdo,Média dos Domingos,3972.3611111111113,2021
2021-06-01,4,mdu,Média dos Dias Úteis,12599.391534391536,2021
2021-06-01,4,msa,Média dos Sábados,7818.833333333334,2021
2021-06-01,4,total,Total,2883728,2021
2021-06-01,5,max,Máxima Diária,67021,2021
2021-06-01,5,mdo,Média dos Domingos,6700.397058823531,2021
2021-06-01,5,mdu,Média dos Dias Úteis,20339.448179271712,2021
2021-06-01,5,msa,Média dos Sábados,13086.617647058822,2021
2021-06-01,5,total,Total,8843686,2021
2021-07-01,4,max,Máxima Diária,29351,2021
2021-07-01,4,mdo,Média dos Domingos,4139.666666666666,2021
2021-07-01,4,mdu,Média dos Dias Úteis,12739.292929292931,2021
2021-07-01,4,msa,Média dos Sábados,8076.666666666667,2021
2021-07-01,4,total,Total,3034858,2021
2021-07-01,5,max,Máxima Diária,69965,2021
2021-07-01,5,mdo,Média dos Domingos,6947.8823529411775,2021
2021-07-01,5,mdu,Média dos Dias Úteis,20239.320855614984,2021
2021-07-01,5,msa,Média dos Sábados,13000.364705882354,2021
2021-07-01,5,total,Total,9146993,2021
2021-08-01,4,max,Máxima Diária,31690,2021
2021-08-01,4,mdo,Média dos Domingos,4568.6,2021
2021-08-01,4,mdu,Média dos Dias Úteis,14335.46969696969,2021
2021-08-01,4,msa,Média dos Sábados,8287.833333333332,2021
2021-08-01,4,total,Total,3342372,2021
2021-08-01,5,max,Máxima Diária,74184,2021
2021-08-01,5,mdo,Média dos Domingos,7301.058823529413,2021
2021-08-01,5,mdu,Média dos Dias Úteis,22574.443850267377,2021
2021-08-01,5,msa,Média dos Sábados,13830.323529411762,2021
2021-08-01,5,total,Total,10003894,2021
2021-09-01,4,max,Máxima Diária,33020,2021
2021-09-01,4,mdo,Média dos Domingos,5222.472222222223,2021
2021-09-01,4,mdu,Média dos Dias Úteis,15067.486772486778,2021
2021-09-01,4,msa,Média dos Sábados,9121.305555555555,2021
2021-09-01,4,total,Total,3438417,2021
2021-09-01,5,max,Máxima Diária,76307,2021
2021-09-01,5,mdo,Média dos Domingos,8081.455882352941,2021
2021-09-01,5,mdu,Média dos Dias Úteis,23465.551820728295,2021
2021-09-01,5,msa,Média dos Sábados,14746.147058823532,2021
2021-09-01,5,total,Total,10096548,2021
2021-10-01,4,max,Máxima Diária,37569,2021
2021-10-01,4,mdo,Média dos Domingos,5310.911111111111,2021
2021-10-01,4,mdu,Média dos Dias Úteis,16164.372222222228,2021
2021-10-01,4,msa,Média dos Sábados,9802.8,2021
2021-10-01,4,total,Total,3643448,2021
2021-10-01,5,max,Máxima Diária,79486,2021
2021-10-01,5,mdo,Média dos Domingos,7696.458823529411,2021
2021-10-01,5,mdu,Média dos Dias Úteis,24514.714705882347,2021
2021-10-01,5,msa,Média dos Sábados,15477.717647058818,2021
2021-10-01,5,total,Total,10470437,2021
2021-11-01,4,max,Máxima Diária,41976,2021
2021-11-01,4,mdo,Média dos Domingos,6908.611111111112,2021
2021-11-01,4,mdu,Média dos Dias Úteis,17447.622222222228,2021
2021-11-01,4,msa,Média dos Sábados,11015.555555555555,2021
2021-11-01,4,total,Total,3906598,2021
2021-11-01,5,max,Máxima Diária,82572,2021
2021-11-01,5,mdo,Média dos Domingos,9447.632352941178,2021
2021-11-01,5,mdu,Média dos Dias Úteis,26057.9941176471,2021
2021-11-01,5,msa,Média dos Sábados,16786.80882352942,2021
2021-11-01,5,total,Total,10990576,2021
2021-12-01,4,max,Máxima Diária,48898,2021
2021-12-01,4,mdo,Média dos Domingos,6546.75,2021
2021-12-01,4,mdu,Média dos Dias Úteis,15469.328502415467,2021
2021-12-01,4,msa,Média dos Sábados,9894.916666666668,2021
2021-12-01,4,total,Total,3794051,2021
2021-12-01,5,max,Máxima Diária,91194,2021
2021-12-01,5,mdo,Média dos Domingos,9761.20588235294,2021
2021-12-01,5,mdu,Média dos Dias Úteis,23859.127877237894,2021
2021-12-01,5,msa,Média dos Sábados,15369.47058823529,2021
2021-12-01,5,total,Total,11037805,2021
2022-01-01,4,max,Máxima Diária,33502,2022
2022-01-01,4,mdo,Média dos Domingos,4690.977777777778,2022
2022-01-01,4,mdu,Média dos Dias Úteis,13968.126984126986,2022
2022-01-01,4,msa,Média dos Sábados,7492.177777777777,2022
2022-01-01,4,total,Total,3188218,2022
2022-01-01,5,max,Máxima Diária,71439,2022
2022-01-01,5,mdo,Média dos Domingos,7288.058823529413,2022
2022-01-01,5,mdu,Média dos Dias Úteis,21445.680672268943,2022
2022-01-01,5,msa,Média dos Sábados,11893.164705882355,2022
2022-01-01,5,total,Total,9286512,2022
2022-02-01,4,max,Máxima Diária,39910,2022
2022-02-01,4,mdo,Média dos Domingos,6257.916666666666,2022
2022-02-01,4,mdu,Média dos Dias Úteis,17420.60818713451,2022
2022-02-01,4,msa,Média dos Sábados,10637,2022
2022-02-01,4,total,Total,3678372,2022
2022-02-01,5,max,Máxima Diária,80768,2022
2022-02-01,5,mdo,Média dos Domingos,8558.691176470587,2022
2022-02-01,5,mdu,Média dos Dias Úteis,25530.504643962828,2022
2022-02-01,5,msa,Média dos Sábados,15876.735294117645,2022
2022-02-01,5,total,Total,10179547,2022
2022-03-01,4,max,Máxima Diária,50645,2022
2022-03-01,4,mdo,Média dos Domingos,6050.277777777777,2022
2022-03-01,4,mdu,Média dos Dias Úteis,20079.292929292922,2022
2022-03-01,4,msa,Média dos Sábados,12084.583333333332,2022
2022-03-01,4,total,Total,4700605,2022
2022-03-01,5,max,Máxima Diária,84564,2022
2022-03-01,5,mdo,Média dos Domingos,8907.77941176471,2022
2022-03-01,5,mdu,Média dos Dias Úteis,27610.422459893038,2022
2022-03-01,5,msa,Média dos Sábados,16930.544117647063,2022
2022-03-01,5,total,Total,12297044,2022
2022-04-01,4,max,Máxima Diária,52726,2022
2022-04-01,4,mdo,Média dos Domingos,5859.694444444444,2022
2022-04-01,4,mdu,Média dos Dias Úteis,21253.842105263164,2022
2022-04-01,4,msa,Média dos Sábados,11336.511111111111,2022
2022-04-01,4,total,Total,4494291,2022
2022-04-01,5,max,Máxima Diária,87740,2022
2022-04-01,5,mdo,Média dos Domingos,9098.058823529414,2022
2022-04-01,5,mdu,Média dos Dias Úteis,28352.85758513931,2022
2022-04-01,5,msa,Média dos Sábados,16206.411764705881,2022
2022-04-01,5,total,Total,11532786,2022
2022-05-01,4,max,Máxima Diária,50544,2022
2022-05-01,4,mdo,Média dos Domingos,6982.395833333334,2022
2022-05-01,4,mdu,Média dos Dias Úteis,20888.457943925237,2022
2022-05-01,4,msa,Média dos Sábados,12170.97435897436,2022
2022-05-01,4,total,Total,5279953,2022
2022-05-01,5,max,Máxima Diária,87298,2022
2022-05-01,5,mdo,Média dos Domingos,9397.011764705885,2022
2022-05-01,5,mdu,Média dos Dias Úteis,28723.401069518743,2022
2022-05-01,5,msa,Média dos Sábados,17639.602941176472,2022
2022-05-01,5,total,Total,12740791,2022
2022-06-01,4,max,Máxima Diária,39130,2022
2022-06-01,4,mdo,Média dos Domingos,7614.9,2022
2022-06-01,4,mdu,Média dos Dias Úteis,20396.26666666667,2022
2022-06-01,4,msa,Média dos Sábados,11371.6,2022
2022-06-01,4,total,Total,5149506,2022
2022-06-01,5,max,Máxima Diária,97477,2022
2022-06-01,5,mdo,Média dos Domingos,9169.161764705883,2022
2022-06-01,5,mdu,Média dos Dias Úteis,28220.7450980392,2022
2022-06-01,5,msa,Média dos Sábados,16703.338235294115,2022
2022-06-01,5,total,Total,12099733,2022
2022-07-01,4,max,Máxima Diária,36624,2022
2022-07-01,4,mdo,Média dos Domingos,7101.4800000000005,2022
2022-07-01,4,mdu,Média dos Dias Úteis,19580.414285714294,2022
2022-07-01,4,msa,Média dos Sábados,11563.019999999999,2022
2022-07-01,4,total,Total,5045112,2022
2022-07-01,5,max,Máxima Diária,85289,2022
2022-07-01,5,mdo,Média dos Domingos,9673.976470588233,2022
2022-07-01,5,mdu,Média dos Dias Úteis,27423.62745098039,2022
2022-07-01,5,msa,Média dos Sábados,16817.929411764704,2022
2022-07-01,5,total,Total,12042047,2022
2022-08-01,4,max,Máxima Diária,38954,2022
2022-08-01,4,mdo,Média dos Domingos,6840.75,2022
2022-08-01,4,mdu,Média dos Dias Úteis,22067.14782608695,2022
2022-08-01,4,msa,Média dos Sábados,11865.3,2022
2022-08-01,4,total,Total,5823686,2022
2022-08-01,5,max,Máxima Diária,89113,2022
2022-08-01,5,mdo,Média dos Domingos,9189.77941176471,2022
2022-08-01,5,mdu,Média dos Dias Úteis,29455.378516624045,2022
2022-08-01,5,msa,Média dos Sábados,17187.117647058825,2022
2022-08-01,5,total,Total,13310682,2022
2022-09-01,4,max,Máxima Diária,40755,2022
2022-09-01,4,mdo,Média dos Domingos,7405.475,2022
2022-09-01,4,mdu,Média dos Dias Úteis,22549.6619047619,2022
2022-09-01,4,msa,Média dos Sábados,12129.625,2022
2022-09-01,4,total,Total,5597191,2022
2022-09-01,5,max,Máxima Diária,89809,2022
2022-09-01,5,mdo,Média dos Domingos,9053.397058823532,2022
2022-09-01,5,mdu,Média dos Dias Úteis,29735.540616246526,2022
2022-09-01,5,msa,Média dos Sábados,17530.911764705885,2022
2022-09-01,5,total,Total,12606293,2022
2022-10-01,4,max,Máxima Diária,41456,2022
2022-10-01,4,mdo,Média dos Domingos,6253.52,2022
2022-10-01,4,mdu,Média dos Dias Úteis,22706.220000000016,2022
2022-10-01,4,msa,Média dos Sábados,12437.22,2022
2022-10-01,4,total,Total,5560970,2022
2022-10-01,5,max,Máxima Diária,92893,2022
2022-10-01,5,mdo,Média dos Domingos,10368.717647058818,2022
2022-10-01,5,mdu,Média dos Dias Úteis,30148.047058823537,2022
2022-10-01,5,msa,Média dos Sábados,17724.84705882353,2022
2022-10-01,5,total,Total,12854252,2022
2022-11-01,4,max,Máxima Diária,41229,2022
2022-11-01,4,mdo,Média dos Domingos,6979.75,2022
2022-11-01,4,mdu,Média dos Dias Úteis,22223.620000000003,2022
2022-11-01,4,msa,Média dos Sábados,12572.975,2022
2022-11-01,4,total,Total,5381448,2022
2022-11-01,5,max,Máxima Diária,91746,2022
2022-11-01,5,mdo,Média dos Domingos,9971.338235294117,2022
2022-11-01,5,mdu,Média dos Dias Úteis,29629.961764705913,2022
2022-11-01,5,msa,Média dos Sábados,18499.544117647063,2022
2022-11-01,5,total,Total,12404960,2022
2022-12-01,4,max,Máxima Diária,43356,2022
2022-12-01,4,mdo,Média dos Domingos,6436.850000000001,2022
2022-12-01,4,mdu,Média dos Dias Úteis,19256.327272727274,2022
2022-12-01,4,msa,Média dos Sábados,10500.980000000001,2022
2022-12-01,4,total,Total,5018915,2022
2022-12-01,5,max,Máxima Diária,97592,2022
2022-12-01,5,mdo,Média dos Domingos,9417.941176470586,2022
2022-12-01,5,mdu,Média dos Dias Úteis,26403.906417112277,2022
2022-12-01,5,msa,Média dos Sábados,15551.411764705881,2022
2022-12-01,5,total,Total,11837351,2022
2023-01-01,4,max,Máxima Diária,38498,2023
2023-01-01,4,mdo,Média dos Domingos,6509.6,2023
2023-01-01,4,mdu,Média dos Dias Úteis,18107.004545454554,2023
2023-01-01,4,msa,Média dos Sábados,10850,2023
2023-01-01,4,total,Total,4743021,2023
2023-01-01,5,max,Máxima Diária,85789,2023
2023-01-01,5,mdo,Média dos Domingos,8202.176470588236,2023
2023-01-01,5,mdu,Média dos Dias Úteis,24585.566844919806,2023
2023-01-01,5,msa,Média dos Sábados,15941.823529411764,2023
2023-01-01,5,total,Total,10976231,2023
2023-02-01,4,max,Máxima Diária,41796,2023
2023-02-01,4,mdo,Média dos Domingos,7899.6,2023
2023-02-01,4,mdu,Média dos Dias Úteis,21343.42777777778,2023
2023-02-01,4,msa,Média dos Sábados,13942.4,2023
2023-02-01,4,total,Total,4961895,2023
2023-02-01,5,max,Máxima Diária,91555,2023
2023-02-01,5,mdo,Média dos Domingos,9488.77941176471,2023
2023-02-01,5,mdu,Média dos Dias Úteis,28473.03267973858,2023
2023-02-01,5,msa,Média dos Sábados,17030.47058823529,2023
2023-02-01,5,total,Total,11015863,2023
2023-03-01,4,max,Máxima Diária,44158,2023
2023-03-01,4,mdo,Média dos Domingos,7579.7,2023
2023-03-01,4,mdu,Média dos Dias Úteis,24011.45652173913,2023
2023-03-01,4,msa,Média dos Sábados,13945.575000000003,2023
2023-03-01,4,total,Total,6383646,2023
2023-03-01,5,max,Máxima Diária,93057,2023
2023-03-01,5,mdo,Média dos Domingos,9755.176470588236,2023
2023-03-01,5,mdu,Média dos Dias Úteis,29594.65217391302,2023
2023-03-01,5,msa,Média dos Sábados,17954.55882352942,2023
2023-03-01,5,total,Total,13455771,2023
2023-04-01,4,max,Máxima Diária,47562,2023
2023-04-01,4,mdo,Média dos Domingos,6968.219999999999,2023
