date,year,line_number,station_code,station_name,passengers
2022-02-10,2022,3,pca,Patriarca,17.5
2022-02-10,2022,3,pds,Pedro II,14.7
2022-02-10,2022,3,pen,Penha,23.1
2022-02-10,2022,3,pse,Sé,20.2
2022-02-10,2022,3,rep,República,91.6
2022-02-10,2022,3,tat,Tatuapé,63.3
2022-02-10,2022,3,vpa,Guilhermina-Esperança,16.7
2022-02-10,2022,3,vtd,Vila Matilde,21.9
2022-02-10,2022,15,cad,Camilo Haddad,2.9
2022-02-10,2022,15,fjt,Fazenda da Juta,3.2
2022-02-10,2022,15,igt,Jardim Colonial,0.5
2022-02-10,2022,15,jpl,Jardim Planalto,3.3
2022-02-10,2022,15,mat,São Mateus,15.8
2022-02-10,2022,15,ort,Oratório,4.7
2022-02-10,2022,15,sap,Sapopemba,6.5
2022-02-10,2022,15,slu,São Lucas,3.9
2022-02-10,2022,15,vpm,Vila Prudente,6.1
2022-02-10,2022,15,vtl,Vila Tolstói,3.8
2022-02-10,2022,15,vun,Vila União,4.5
2022-02-11,2022,1,anr,Ana Rosa,16.1
2022-02-11,2022,1,arv,Praça da Árvore,12.6
2022-02-11,2022,1,bto,São Bento,43
2022-02-11,2022,1,cdu,Carandiru,9
2022-02-11,2022,1,con,Conceição,20.1
2022-02-11,2022,1,jab,Jabaquara,60.3
2022-02-11,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.4
2022-02-11,2022,1,jqm,São Joaquim,16.6
2022-02-11,2022,1,jud,São Judas,11.6
2022-02-11,2022,1,lib,Japão-Liberdade,16.7
2022-02-11,2022,1,luz,Luz,106.2
2022-02-11,2022,1,pig,Parada Inglesa,9.1
2022-02-11,2022,1,ppq,Armênia,17.7
2022-02-11,2022,1,pse,Sé,14
2022-02-11,2022,1,pso,Paraíso,15.3
2022-02-11,2022,1,san,Santana,33.1
2022-02-11,2022,1,sau,Saúde,22.2
2022-02-11,2022,1,scz,Santa Cruz,79
2022-02-11,2022,1,trd,Tiradentes,13.8
2022-02-11,2022,1,tte,Portuguesa-Tietê,38.4
2022-02-11,2022,1,tuc,Tucuruvi,46.6
2022-02-11,2022,1,vgo,Vergueiro,19.8
2022-02-11,2022,1,vmn,Vila Mariana,15.9
2022-02-11,2022,2,aip,Alto do Ipiranga,13.9
2022-02-11,2022,2,anr,Ana Rosa,9
2022-02-11,2022,2,bgd,Brigadeiro,34
2022-02-11,2022,2,ckb,Chácara Klabin,56.8
2022-02-11,2022,2,cli,Clínicas,15.3
2022-02-11,2022,2,cns,Consolação,68.4
2022-02-11,2022,2,img,Santos-Imigrantes,10.4
2022-02-11,2022,2,pso,Paraíso,8.6
2022-02-11,2022,2,sac,Sacomã,31.6
2022-02-11,2022,2,sum,Sumaré,6.9
2022-02-11,2022,2,tri,Trianon-Masp,29
2022-02-11,2022,2,tti,Tamanduateí,54.5
2022-02-11,2022,2,vmd,Vila Madalena,14.7
2022-02-11,2022,2,vpt,Vila Prudente,13.4
2022-02-11,2022,3,art,Artur Alvim,47.7
2022-02-11,2022,3,bas,Brás,74.7
2022-02-11,2022,3,bel,Belém,30.5
2022-02-11,2022,3,bfu,Palmeiras-Barra Funda,122.7
2022-02-11,2022,3,bre,Bresser-Moóca,24.2
2022-02-11,2022,3,car,Carrão,35.1
2022-02-11,2022,3,cec,Santa Cecília,19.8
2022-02-11,2022,3,deo,Marechal Deodoro,22.9
2022-02-11,2022,3,gbu,Anhangabaú,40.3
2022-02-11,2022,3,itq,Corinthians-Itaquera,67.2
2022-02-11,2022,3,pca,Patriarca,17.5
2022-02-11,2022,3,pds,Pedro II,15.2
2022-02-11,2022,3,pen,Penha,23.1
2022-02-11,2022,3,pse,Sé,20.1
2022-02-11,2022,3,rep,República,94.3
2022-02-11,2022,3,tat,Tatuapé,65.5
2022-02-11,2022,3,vpa,Guilhermina-Esperança,17.1
2022-02-11,2022,3,vtd,Vila Matilde,21.7
2022-02-11,2022,15,cad,Camilo Haddad,2.9
2022-02-11,2022,15,fjt,Fazenda da Juta,3.2
2022-02-11,2022,15,igt,Jardim Colonial,0.6
2022-02-11,2022,15,jpl,Jardim Planalto,3.5
2022-02-11,2022,15,mat,São Mateus,15.9
2022-02-11,2022,15,ort,Oratório,4.7
2022-02-11,2022,15,sap,Sapopemba,6.6
2022-02-11,2022,15,slu,São Lucas,4.1
2022-02-11,2022,15,vpm,Vila Prudente,6.1
2022-02-11,2022,15,vtl,Vila Tolstói,4
2022-02-11,2022,15,vun,Vila União,4.5
2022-02-12,2022,1,anr,Ana Rosa,10.5
2022-02-12,2022,1,arv,Praça da Árvore,7.5
2022-02-12,2022,1,bto,São Bento,31.8
2022-02-12,2022,1,cdu,Carandiru,4.3
2022-02-12,2022,1,con,Conceição,12.2
2022-02-12,2022,1,jab,Jabaquara,40.8
2022-02-12,2022,1,jpa,Jardim São Paulo-Ayrton Senna,4.6
2022-02-12,2022,1,jqm,São Joaquim,9.8
2022-02-12,2022,1,jud,São Judas,6.8
2022-02-12,2022,1,lib,Japão-Liberdade,19.6
2022-02-12,2022,1,luz,Luz,63.1
2022-02-12,2022,1,pig,Parada Inglesa,5.3
2022-02-12,2022,1,ppq,Armênia,10.7
2022-02-12,2022,1,pse,Sé,7.7
2022-02-12,2022,1,pso,Paraíso,9.3
2022-02-12,2022,1,san,Santana,22
2022-02-12,2022,1,sau,Saúde,13.6
2022-02-12,2022,1,scz,Santa Cruz,49.8
2022-02-12,2022,1,trd,Tiradentes,6.8
2022-02-12,2022,1,tte,Portuguesa-Tietê,27.9
2022-02-12,2022,1,tuc,Tucuruvi,29
2022-02-12,2022,1,vgo,Vergueiro,10.1
2022-02-12,2022,1,vmn,Vila Mariana,8.5
2022-02-12,2022,2,aip,Alto do Ipiranga,7.6
2022-02-12,2022,2,anr,Ana Rosa,3.5
2022-02-12,2022,2,bgd,Brigadeiro,17.4
2022-02-12,2022,2,ckb,Chácara Klabin,29.5
2022-02-12,2022,2,cli,Clínicas,5
2022-02-12,2022,2,cns,Consolação,40.7
2022-02-12,2022,2,img,Santos-Imigrantes,5.9
2022-02-12,2022,2,pso,Paraíso,2.9
2022-02-12,2022,2,sac,Sacomã,19.8
2022-02-12,2022,2,sum,Sumaré,3.2
2022-02-12,2022,2,tri,Trianon-Masp,15.2
2022-02-12,2022,2,tti,Tamanduateí,31.2
2022-02-12,2022,2,vmd,Vila Madalena,8.3
2022-02-12,2022,2,vpt,Vila Prudente,7.6
2022-02-12,2022,3,art,Artur Alvim,29.5
2022-02-12,2022,3,bas,Brás,52.3
2022-02-12,2022,3,bel,Belém,17.3
2022-02-12,2022,3,bfu,Palmeiras-Barra Funda,90
2022-02-12,2022,3,bre,Bresser-Moóca,15.6
2022-02-12,2022,3,car,Carrão,20.4
2022-02-12,2022,3,cec,Santa Cecília,12.5
2022-02-12,2022,3,deo,Marechal Deodoro,12.9
2022-02-12,2022,3,gbu,Anhangabaú,20.1
2022-02-12,2022,3,itq,Corinthians-Itaquera,43.9
2022-02-12,2022,3,pca,Patriarca,10.6
2022-02-12,2022,3,pds,Pedro II,10.2
2022-02-12,2022,3,pen,Penha,13.9
2022-02-12,2022,3,pse,Sé,9.8
2022-02-12,2022,3,rep,República,56.9
2022-02-12,2022,3,tat,Tatuapé,44.2
2022-02-12,2022,3,vpa,Guilhermina-Esperança,9.9
2022-02-12,2022,3,vtd,Vila Matilde,13.1
2022-02-12,2022,15,cad,Camilo Haddad,1.7
2022-02-12,2022,15,fjt,Fazenda da Juta,2.1
2022-02-12,2022,15,igt,Jardim Colonial,0.4
2022-02-12,2022,15,jpl,Jardim Planalto,2.4
2022-02-12,2022,15,mat,São Mateus,9.5
2022-02-12,2022,15,ort,Oratório,2.3
2022-02-12,2022,15,sap,Sapopemba,4.2
2022-02-12,2022,15,slu,São Lucas,2.6
2022-02-12,2022,15,vpm,Vila Prudente,3.1
2022-02-12,2022,15,vtl,Vila Tolstói,2.5
2022-02-12,2022,15,vun,Vila União,2.9
2022-02-13,2022,1,anr,Ana Rosa,5.9
2022-02-13,2022,1,arv,Praça da Árvore,3.6
2022-02-13,2022,1,bto,São Bento,4.5
2022-02-13,2022,1,cdu,Carandiru,2.6
2022-02-13,2022,1,con,Conceição,6.2
2022-02-13,2022,1,jab,Jabaquara,28.1
2022-02-13,2022,1,jpa,Jardim São Paulo-Ayrton Senna,2.2
2022-02-13,2022,1,jqm,São Joaquim,5.2
2022-02-13,2022,1,jud,São Judas,3.8
2022-02-13,2022,1,lib,Japão-Liberdade,14.3
2022-02-13,2022,1,luz,Luz,19.4
2022-02-13,2022,1,pig,Parada Inglesa,2.9
2022-02-13,2022,1,ppq,Armênia,6.1
2022-02-13,2022,1,pse,Sé,3.6
2022-02-13,2022,1,pso,Paraíso,4.6
2022-02-13,2022,1,san,Santana,11.8
2022-02-13,2022,1,sau,Saúde,6.6
2022-02-13,2022,1,scz,Santa Cruz,25.7
2022-02-13,2022,1,trd,Tiradentes,2.6
2022-02-13,2022,1,tte,Portuguesa-Tietê,22
2022-02-13,2022,1,tuc,Tucuruvi,14.1
2022-02-13,2022,1,vgo,Vergueiro,5.5
2022-02-13,2022,1,vmn,Vila Mariana,3.6
2022-02-13,2022,2,aip,Alto do Ipiranga,3.9
2022-02-13,2022,2,anr,Ana Rosa,2.4
2022-02-13,2022,2,bgd,Brigadeiro,13.6
2022-02-13,2022,2,ckb,Chácara Klabin,17.8
2022-02-13,2022,2,cli,Clínicas,3.5
2022-02-13,2022,2,cns,Consolação,31.1
2022-02-13,2022,2,img,Santos-Imigrantes,3.6
2022-02-13,2022,2,pso,Paraíso,2.2
2022-02-13,2022,2,sac,Sacomã,11.6
2022-02-13,2022,2,sum,Sumaré,2.1
2022-02-13,2022,2,tri,Trianon-Masp,13
2022-02-13,2022,2,tti,Tamanduateí,17.9
2022-02-13,2022,2,vmd,Vila Madalena,4.8
2022-02-13,2022,2,vpt,Vila Prudente,4.2
2022-02-13,2022,3,art,Artur Alvim,15.5
2022-02-13,2022,3,bas,Brás,23.4
2022-02-13,2022,3,bel,Belém,10.8
2022-02-13,2022,3,bfu,Palmeiras-Barra Funda,54.5
2022-02-13,2022,3,bre,Bresser-Moóca,8.8
2022-02-13,2022,3,car,Carrão,10.6
2022-02-13,2022,3,cec,Santa Cecília,8.9
2022-02-13,2022,3,deo,Marechal Deodoro,7.6
2022-02-13,2022,3,gbu,Anhangabaú,11.2
2022-02-13,2022,3,itq,Corinthians-Itaquera,36.1
2022-02-13,2022,3,pca,Patriarca,6.4
2022-02-13,2022,3,pds,Pedro II,8.4
2022-02-13,2022,3,pen,Penha,7.4
2022-02-13,2022,3,pse,Sé,5.4
2022-02-13,2022,3,rep,República,34.1
2022-02-13,2022,3,tat,Tatuapé,30.2
2022-02-13,2022,3,vpa,Guilhermina-Esperança,5.4
2022-02-13,2022,3,vtd,Vila Matilde,7.3
2022-02-13,2022,15,cad,Camilo Haddad,0.9
2022-02-13,2022,15,fjt,Fazenda da Juta,1.1
2022-02-13,2022,15,igt,Jardim Colonial,0.2
2022-02-13,2022,15,jpl,Jardim Planalto,1.3
2022-02-13,2022,15,mat,São Mateus,5.4
2022-02-13,2022,15,ort,Oratório,1.2
2022-02-13,2022,15,sap,Sapopemba,2.3
2022-02-13,2022,15,slu,São Lucas,1.3
2022-02-13,2022,15,vpm,Vila Prudente,1.5
2022-02-13,2022,15,vtl,Vila Tolstói,1.3
2022-02-13,2022,15,vun,Vila União,1.5
2022-02-14,2022,1,anr,Ana Rosa,15.5
2022-02-14,2022,1,arv,Praça da Árvore,11.9
2022-02-14,2022,1,bto,São Bento,41.6
2022-02-14,2022,1,cdu,Carandiru,8.6
2022-02-14,2022,1,con,Conceição,19.2
2022-02-14,2022,1,jab,Jabaquara,60.1
2022-02-14,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.2
2022-02-14,2022,1,jqm,São Joaquim,17.5
2022-02-14,2022,1,jud,São Judas,11.3
2022-02-14,2022,1,lib,Japão-Liberdade,15.3
2022-02-14,2022,1,luz,Luz,101
2022-02-14,2022,1,pig,Parada Inglesa,8.9
2022-02-14,2022,1,ppq,Armênia,15.6
2022-02-14,2022,1,pse,Sé,13.8
2022-02-14,2022,1,pso,Paraíso,14.6
2022-02-14,2022,1,san,Santana,38.7
2022-02-14,2022,1,sau,Saúde,21.5
2022-02-14,2022,1,scz,Santa Cruz,76.1
2022-02-14,2022,1,trd,Tiradentes,14
2022-02-14,2022,1,tte,Portuguesa-Tietê,38.4
2022-02-14,2022,1,tuc,Tucuruvi,45.4
2022-02-14,2022,1,vgo,Vergueiro,19.5
2022-02-14,2022,1,vmn,Vila Mariana,13.8
2022-02-14,2022,2,aip,Alto do Ipiranga,14.2
2022-02-14,2022,2,anr,Ana Rosa,8.7
2022-02-14,2022,2,bgd,Brigadeiro,33
2022-02-14,2022,2,ckb,Chácara Klabin,56
2022-02-14,2022,2,cli,Clínicas,16.1
2022-02-14,2022,2,cns,Consolação,63.7
2022-02-14,2022,2,img,Santos-Imigrantes,10.1
2022-02-14,2022,2,pso,Paraíso,8.2
2022-02-14,2022,2,sac,Sacomã,30.9
2022-02-14,2022,2,sum,Sumaré,6.7
2022-02-14,2022,2,tri,Trianon-Masp,28.7
2022-02-14,2022,2,tti,Tamanduateí,53.7
2022-02-14,2022,2,vmd,Vila Madalena,13.8
2022-02-14,2022,2,vpt,Vila Prudente,13.5
2022-02-14,2022,3,art,Artur Alvim,46.1
2022-02-14,2022,3,bas,Brás,72.4
2022-02-14,2022,3,bel,Belém,29.5
2022-02-14,2022,3,bfu,Palmeiras-Barra Funda,119.6
2022-02-14,2022,3,bre,Bresser-Moóca,24
2022-02-14,2022,3,car,Carrão,34.9
2022-02-14,2022,3,cec,Santa Cecília,19.3
2022-02-14,2022,3,deo,Marechal Deodoro,22.1
2022-02-14,2022,3,gbu,Anhangabaú,38.9
2022-02-14,2022,3,itq,Corinthians-Itaquera,64.9
2022-02-14,2022,3,pca,Patriarca,16.8
2022-02-14,2022,3,pds,Pedro II,15.1
2022-02-14,2022,3,pen,Penha,22.9
2022-02-14,2022,3,pse,Sé,19.8
2022-02-14,2022,3,rep,República,85.7
2022-02-14,2022,3,tat,Tatuapé,60.9
2022-02-14,2022,3,vpa,Guilhermina-Esperança,16.3
2022-02-14,2022,3,vtd,Vila Matilde,20.8
2022-02-14,2022,15,cad,Camilo Haddad,2.8
2022-02-14,2022,15,fjt,Fazenda da Juta,3.3
2022-02-14,2022,15,igt,Jardim Colonial,0.5
2022-02-14,2022,15,jpl,Jardim Planalto,3.3
2022-02-14,2022,15,mat,São Mateus,15.6
2022-02-14,2022,15,ort,Oratório,4.8
2022-02-14,2022,15,sap,Sapopemba,6.4
2022-02-14,2022,15,slu,São Lucas,3.9
2022-02-14,2022,15,vpm,Vila Prudente,5.9
2022-02-14,2022,15,vtl,Vila Tolstói,3.8
2022-02-14,2022,15,vun,Vila União,4.4
2022-02-15,2022,1,anr,Ana Rosa,16.3
2022-02-15,2022,1,arv,Praça da Árvore,12.6
2022-02-15,2022,1,bto,São Bento,41.5
2022-02-15,2022,1,cdu,Carandiru,8.9
2022-02-15,2022,1,con,Conceição,19.8
2022-02-15,2022,1,jab,Jabaquara,58.1
2022-02-15,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.5
2022-02-15,2022,1,jqm,São Joaquim,19
2022-02-15,2022,1,jud,São Judas,11.7
2022-02-15,2022,1,lib,Japão-Liberdade,15.4
2022-02-15,2022,1,luz,Luz,101
2022-02-15,2022,1,pig,Parada Inglesa,7.8
2022-02-15,2022,1,ppq,Armênia,17.4
2022-02-15,2022,1,pse,Sé,13.9
2022-02-15,2022,1,pso,Paraíso,16.8
2022-02-15,2022,1,san,Santana,34.3
2022-02-15,2022,1,sau,Saúde,22
2022-02-15,2022,1,scz,Santa Cruz,77.7
2022-02-15,2022,1,trd,Tiradentes,14.4
2022-02-15,2022,1,tte,Portuguesa-Tietê,34.7
2022-02-15,2022,1,tuc,Tucuruvi,45.7
2022-02-15,2022,1,vgo,Vergueiro,21.9
2022-02-15,2022,1,vmn,Vila Mariana,16.2
2022-02-15,2022,2,aip,Alto do Ipiranga,14.9
2022-02-15,2022,2,anr,Ana Rosa,9.2
2022-02-15,2022,2,bgd,Brigadeiro,34.7
2022-02-15,2022,2,ckb,Chácara Klabin,58.4
2022-02-15,2022,2,cli,Clínicas,16.3
2022-02-15,2022,2,cns,Consolação,71.2
2022-02-15,2022,2,img,Santos-Imigrantes,10.7
2022-02-15,2022,2,pso,Paraíso,9.4
2022-02-15,2022,2,sac,Sacomã,31.8
2022-02-15,2022,2,sum,Sumaré,7.1
2022-02-15,2022,2,tri,Trianon-Masp,31
2022-02-15,2022,2,tti,Tamanduateí,54.8
2022-02-15,2022,2,vmd,Vila Madalena,15.1
2022-02-15,2022,2,vpt,Vila Prudente,13.9
2022-02-15,2022,3,art,Artur Alvim,47.2
2022-02-15,2022,3,bas,Brás,72.9
2022-02-15,2022,3,bel,Belém,30.5
2022-02-15,2022,3,bfu,Palmeiras-Barra Funda,116.8
2022-02-15,2022,3,bre,Bresser-Moóca,24.4
2022-02-15,2022,3,car,Carrão,37.3
2022-02-15,2022,3,cec,Santa Cecília,19.9
2022-02-15,2022,3,deo,Marechal Deodoro,22.9
2022-02-15,2022,3,gbu,Anhangabaú,39.9
2022-02-15,2022,3,itq,Corinthians-Itaquera,65.2
2022-02-15,2022,3,pca,Patriarca,17.2
2022-02-15,2022,3,pds,Pedro II,15.7
2022-02-15,2022,3,pen,Penha,23.5
2022-02-15,2022,3,pse,Sé,20.1
2022-02-15,2022,3,rep,República,91.1
2022-02-15,2022,3,tat,Tatuapé,62
2022-02-15,2022,3,vpa,Guilhermina-Esperança,16.9
2022-02-15,2022,3,vtd,Vila Matilde,21.6
2022-02-15,2022,15,cad,Camilo Haddad,2.9
2022-02-15,2022,15,fjt,Fazenda da Juta,3.3
2022-02-15,2022,15,igt,Jardim Colonial,0.5
2022-02-15,2022,15,jpl,Jardim Planalto,3.4
2022-02-15,2022,15,mat,São Mateus,15.8
2022-02-15,2022,15,ort,Oratório,5.2
2022-02-15,2022,15,sap,Sapopemba,6.6
2022-02-15,2022,15,slu,São Lucas,4.1
2022-02-15,2022,15,vpm,Vila Prudente,6.2
2022-02-15,2022,15,vtl,Vila Tolstói,3.9
2022-02-15,2022,15,vun,Vila União,4.6
2022-02-16,2022,1,anr,Ana Rosa,16.5
2022-02-16,2022,1,arv,Praça da Árvore,12.8
2022-02-16,2022,1,bto,São Bento,41.6
2022-02-16,2022,1,cdu,Carandiru,9.1
2022-02-16,2022,1,con,Conceição,20.2
2022-02-16,2022,1,jab,Jabaquara,57.7
2022-02-16,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.8
2022-02-16,2022,1,jqm,São Joaquim,19
2022-02-16,2022,1,jud,São Judas,11.7
2022-02-16,2022,1,lib,Japão-Liberdade,15.7
2022-02-16,2022,1,luz,Luz,101
2022-02-16,2022,1,pig,Parada Inglesa,9.4
2022-02-16,2022,1,ppq,Armênia,17.8
2022-02-16,2022,1,pse,Sé,14
2022-02-16,2022,1,pso,Paraíso,16.8
2022-02-16,2022,1,san,Santana,34.1
2022-02-16,2022,1,sau,Saúde,22.4
2022-02-16,2022,1,scz,Santa Cruz,79.2
2022-02-16,2022,1,trd,Tiradentes,14.4
2022-02-16,2022,1,tte,Portuguesa-Tietê,34.1
2022-02-16,2022,1,tuc,Tucuruvi,46.7
2022-02-16,2022,1,vgo,Vergueiro,22.1
2022-02-16,2022,1,vmn,Vila Mariana,16.3
2022-02-16,2022,2,aip,Alto do Ipiranga,15.1
2022-02-16,2022,2,anr,Ana Rosa,9.3
2022-02-16,2022,2,bgd,Brigadeiro,35.6
2022-02-16,2022,2,ckb,Chácara Klabin,58.7
2022-02-16,2022,2,cli,Clínicas,16.3
2022-02-16,2022,2,cns,Consolação,66.9
2022-02-16,2022,2,img,Santos-Imigrantes,10.7
2022-02-16,2022,2,pso,Paraíso,9.4
2022-02-16,2022,2,sac,Sacomã,32.1
2022-02-16,2022,2,sum,Sumaré,7.3
2022-02-16,2022,2,tri,Trianon-Masp,31.4
2022-02-16,2022,2,tti,Tamanduateí,54.3
2022-02-16,2022,2,vmd,Vila Madalena,15.3
2022-02-16,2022,2,vpt,Vila Prudente,14
2022-02-16,2022,3,art,Artur Alvim,47.9
2022-02-16,2022,3,bas,Brás,73.4
2022-02-16,2022,3,bel,Belém,30.9
2022-02-16,2022,3,bfu,Palmeiras-Barra Funda,118.3
2022-02-16,2022,3,bre,Bresser-Moóca,24.3
2022-02-16,2022,3,car,Carrão,37.9
2022-02-16,2022,3,cec,Santa Cecília,20.5
2022-02-16,2022,3,deo,Marechal Deodoro,23.6
2022-02-16,2022,3,gbu,Anhangabaú,40.2
2022-02-16,2022,3,itq,Corinthians-Itaquera,70.1
2022-02-16,2022,3,pca,Patriarca,17.1
2022-02-16,2022,3,pds,Pedro II,15
2022-02-16,2022,3,pen,Penha,24.1
2022-02-16,2022,3,pse,Sé,20.2
2022-02-16,2022,3,rep,República,91.7
2022-02-16,2022,3,tat,Tatuapé,62.2
2022-02-16,2022,3,vpa,Guilhermina-Esperança,17
2022-02-16,2022,3,vtd,Vila Matilde,21.9
2022-02-16,2022,15,cad,Camilo Haddad,3
2022-02-16,2022,15,fjt,Fazenda da Juta,3.5
2022-02-16,2022,15,igt,Jardim Colonial,0.5
2022-02-16,2022,15,jpl,Jardim Planalto,3.4
2022-02-16,2022,15,mat,São Mateus,15.8
2022-02-16,2022,15,ort,Oratório,5.2
2022-02-16,2022,15,sap,Sapopemba,6.7
2022-02-16,2022,15,slu,São Lucas,4.1
2022-02-16,2022,15,vpm,Vila Prudente,6.2
2022-02-16,2022,15,vtl,Vila Tolstói,3.9
2022-02-16,2022,15,vun,Vila União,4.6
2022-02-17,2022,1,anr,Ana Rosa,16.6
2022-02-17,2022,1,arv,Praça da Árvore,12.5
2022-02-17,2022,1,bto,São Bento,42.1
2022-02-17,2022,1,cdu,Carandiru,9
2022-02-17,2022,1,con,Conceição,19.9
2022-02-17,2022,1,jab,Jabaquara,58.6
2022-02-17,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.8
2022-02-17,2022,1,jqm,São Joaquim,18.8
2022-02-17,2022,1,jud,São Judas,11.6
2022-02-17,2022,1,lib,Japão-Liberdade,15.5
2022-02-17,2022,1,luz,Luz,100.4
2022-02-17,2022,1,pig,Parada Inglesa,9.5
2022-02-17,2022,1,ppq,Armênia,17.5
2022-02-17,2022,1,pse,Sé,14
2022-02-17,2022,1,pso,Paraíso,16.8
2022-02-17,2022,1,san,Santana,41.6
2022-02-17,2022,1,sau,Saúde,22.4
2022-02-17,2022,1,scz,Santa Cruz,79.1
2022-02-17,2022,1,trd,Tiradentes,14.7
2022-02-17,2022,1,tte,Portuguesa-Tietê,33.7
2022-02-17,2022,1,tuc,Tucuruvi,47
2022-02-17,2022,1,vgo,Vergueiro,22
2022-02-17,2022,1,vmn,Vila Mariana,16.1
2022-02-17,2022,2,aip,Alto do Ipiranga,14.9
2022-02-17,2022,2,anr,Ana Rosa,9.3
2022-02-17,2022,2,bgd,Brigadeiro,35.3
2022-02-17,2022,2,ckb,Chácara Klabin,58.9
2022-02-17,2022,2,cli,Clínicas,16.5
2022-02-17,2022,2,cns,Consolação,67.7
2022-02-17,2022,2,img,Santos-Imigrantes,10.7
2022-02-17,2022,2,pso,Paraíso,9.4
2022-02-17,2022,2,sac,Sacomã,32.1
2022-02-17,2022,2,sum,Sumaré,7.3
2022-02-17,2022,2,tri,Trianon-Masp,31.3
2022-02-17,2022,2,tti,Tamanduateí,54.1
2022-02-17,2022,2,vmd,Vila Madalena,15.5
2022-02-17,2022,2,vpt,Vila Prudente,14
2022-02-17,2022,3,art,Artur Alvim,47.8
2022-02-17,2022,3,bas,Brás,73
2022-02-17,2022,3,bel,Belém,31.1
2022-02-17,2022,3,bfu,Palmeiras-Barra Funda,118.5
2022-02-17,2022,3,bre,Bresser-Moóca,23.7
2022-02-17,2022,3,car,Carrão,37.7
2022-02-17,2022,3,cec,Santa Cecília,20.3
2022-02-17,2022,3,deo,Marechal Deodoro,23.4
2022-02-17,2022,3,gbu,Anhangabaú,40.4
2022-02-17,2022,3,itq,Corinthians-Itaquera,65.7
2022-02-17,2022,3,pca,Patriarca,17.4
2022-02-17,2022,3,pds,Pedro II,14.9
2022-02-17,2022,3,pen,Penha,23.6
2022-02-17,2022,3,pse,Sé,20.2
2022-02-17,2022,3,rep,República,90.8
2022-02-17,2022,3,tat,Tatuapé,63.9
2022-02-17,2022,3,vpa,Guilhermina-Esperança,17
2022-02-17,2022,3,vtd,Vila Matilde,21.8
2022-02-17,2022,15,cad,Camilo Haddad,2.9
2022-02-17,2022,15,fjt,Fazenda da Juta,3.4
2022-02-17,2022,15,igt,Jardim Colonial,0.5
2022-02-17,2022,15,jpl,Jardim Planalto,3.4
2022-02-17,2022,15,mat,São Mateus,16.2
2022-02-17,2022,15,ort,Oratório,5.2
2022-02-17,2022,15,sap,Sapopemba,5.9
2022-02-17,2022,15,slu,São Lucas,4.1
2022-02-17,2022,15,vpm,Vila Prudente,6.3
2022-02-17,2022,15,vtl,Vila Tolstói,4.1
2022-02-17,2022,15,vun,Vila União,4.5
2022-02-18,2022,1,anr,Ana Rosa,16.6
2022-02-18,2022,1,arv,Praça da Árvore,12.9
2022-02-18,2022,1,bto,São Bento,43.1
2022-02-18,2022,1,cdu,Carandiru,9
2022-02-18,2022,1,con,Conceição,20.2
2022-02-18,2022,1,jab,Jabaquara,61
2022-02-18,2022,1,jpa,Jardim São Paulo-Ayrton Senna,8.7
2022-02-18,2022,1,jqm,São Joaquim,18.5
2022-02-18,2022,1,jud,São Judas,11.7
2022-02-18,2022,1,lib,Japão-Liberdade,17.1
2022-02-18,2022,1,luz,Luz,100.8
2022-02-18,2022,1,pig,Parada Inglesa,9.4
2022-02-18,2022,1,ppq,Armênia,17.8
2022-02-18,2022,1,pse,Sé,14.2
2022-02-18,2022,1,pso,Paraíso,16
2022-02-18,2022,1,san,Santana,35.9
2022-02-18,2022,1,sau,Saúde,22.7
2022-02-18,2022,1,scz,Santa Cruz,80.9
2022-02-18,2022,1,trd,Tiradentes,14.3
2022-02-18,2022,1,tte,Portuguesa-Tietê,38.5
2022-02-18,2022,1,tuc,Tucuruvi,47.5
2022-02-18,2022,1,vgo,Vergueiro,20.8
2022-02-18,2022,1,vmn,Vila Mariana,15.7
2022-02-18,2022,2,aip,Alto do Ipiranga,14.9
2022-02-18,2022,2,anr,Ana Rosa,9.3
2022-02-18,2022,2,bgd,Brigadeiro,34.9
2022-02-18,2022,2,ckb,Chácara Klabin,58.3
2022-02-18,2022,2,cli,Clínicas,15.8
2022-02-18,2022,2,cns,Consolação,70.7
2022-02-18,2022,2,img,Santos-Imigrantes,10.9
2022-02-18,2022,2,pso,Paraíso,9
2022-02-18,2022,2,sac,Sacomã,32.5
2022-02-18,2022,2,sum,Sumaré,7.2
2022-02-18,2022,2,tri,Trianon-Masp,30.2
2022-02-18,2022,2,tti,Tamanduateí,54.1
2022-02-18,2022,2,vmd,Vila Madalena,15.3
2022-02-18,2022,2,vpt,Vila Prudente,14
2022-02-18,2022,3,art,Artur Alvim,48.6
2022-02-18,2022,3,bas,Brás,76
2022-02-18,2022,3,bel,Belém,31.3
2022-02-18,2022,3,bfu,Palmeiras-Barra Funda,126.2
2022-02-18,2022,3,bre,Bresser-Moóca,24.9
2022-02-18,2022,3,car,Carrão,37.2
2022-02-18,2022,3,cec,Santa Cecília,20.4
2022-02-18,2022,3,deo,Marechal Deodoro,23.3
2022-02-18,2022,3,gbu,Anhangabaú,40.7
