date,year,line_number,station_code,station_name,passengers
2019-12-09,2019,5,NA,Capão Redondo,98368
2019-12-09,2019,5,NA,Chácara Klabin,81122
2019-12-09,2019,5,NA,Eucaliptos,20575
2019-12-09,2019,5,NA,Giovanni Gronchi,26943
2019-12-09,2019,5,NA,Hospital São Paulo,12378
2019-12-09,2019,5,NA,Largo Treze,38852
2019-12-09,2019,5,NA,Moema,20630
2019-12-09,2019,5,NA,Santa Cruz,80394
2019-12-09,2019,5,NA,Santo Amaro,97358
2019-12-09,2019,5,NA,Vila das Belezas,14506
2019-12-10,2019,4,NA,Butantã,52721
2019-12-10,2019,4,NA,Faria Lima,48915
2019-12-10,2019,4,NA,Fradique Coutinho,20594
2019-12-10,2019,4,NA,Higienópolis - Mackenzie,26431
2019-12-10,2019,4,NA,Luz,7865
2019-12-10,2019,4,NA,Oscar Freire,26001
2019-12-10,2019,4,NA,Paulista,28494
2019-12-10,2019,4,NA,Pinheiros,12542
2019-12-10,2019,4,NA,São Paulo - Morumbi,53682
2019-12-10,2019,5,NA,AACD-Servidor,12509
2019-12-10,2019,5,NA,Adolfo Pinheiro,13939
2019-12-10,2019,5,NA,Alto da Boa Vista,6546
2019-12-10,2019,5,NA,Borba Gato,15489
2019-12-10,2019,5,NA,Brooklin,20203
2019-12-10,2019,5,NA,Campo Belo,11052
2019-12-10,2019,5,NA,Campo Limpo,42763
2019-12-10,2019,5,NA,Capão Redondo,100571
2019-12-10,2019,5,NA,Chácara Klabin,83992
2019-12-10,2019,5,NA,Eucaliptos,21948
2019-12-10,2019,5,NA,Giovanni Gronchi,27881
2019-12-10,2019,5,NA,Hospital São Paulo,12570
2019-12-10,2019,5,NA,Largo Treze,40346
2019-12-10,2019,5,NA,Moema,21807
2019-12-10,2019,5,NA,Santa Cruz,82284
2019-12-10,2019,5,NA,Santo Amaro,102295
2019-12-10,2019,5,NA,Vila das Belezas,14460
2019-12-11,2019,4,NA,Butantã,53980
2019-12-11,2019,4,NA,Faria Lima,49067
2019-12-11,2019,4,NA,Fradique Coutinho,21565
2019-12-11,2019,4,NA,Higienópolis - Mackenzie,25831
2019-12-11,2019,4,NA,Luz,7876
2019-12-11,2019,4,NA,Oscar Freire,26778
2019-12-11,2019,4,NA,Paulista,29022
2019-12-11,2019,4,NA,Pinheiros,12231
2019-12-11,2019,4,NA,São Paulo - Morumbi,53970
2019-12-11,2019,5,NA,AACD-Servidor,12688
2019-12-11,2019,5,NA,Adolfo Pinheiro,13331
2019-12-11,2019,5,NA,Alto da Boa Vista,6519
2019-12-11,2019,5,NA,Borba Gato,14623
2019-12-11,2019,5,NA,Brooklin,20244
2019-12-11,2019,5,NA,Campo Belo,11297
2019-12-11,2019,5,NA,Campo Limpo,43431
2019-12-11,2019,5,NA,Capão Redondo,99820
2019-12-11,2019,5,NA,Chácara Klabin,85346
2019-12-11,2019,5,NA,Eucaliptos,22649
2019-12-11,2019,5,NA,Giovanni Gronchi,27846
2019-12-11,2019,5,NA,Hospital São Paulo,12605
2019-12-11,2019,5,NA,Largo Treze,39035
2019-12-11,2019,5,NA,Moema,21939
2019-12-11,2019,5,NA,Santa Cruz,82166
2019-12-11,2019,5,NA,Santo Amaro,101870
2019-12-11,2019,5,NA,Vila das Belezas,14855
2019-12-12,2019,4,NA,Butantã,53107
2019-12-12,2019,4,NA,Faria Lima,49358
2019-12-12,2019,4,NA,Fradique Coutinho,21567
2019-12-12,2019,4,NA,Higienópolis - Mackenzie,24937
2019-12-12,2019,4,NA,Luz,9522
2019-12-12,2019,4,NA,Oscar Freire,26381
2019-12-12,2019,4,NA,Paulista,29678
2019-12-12,2019,4,NA,Pinheiros,11913
2019-12-12,2019,4,NA,São Paulo - Morumbi,56052
2019-12-12,2019,5,NA,AACD-Servidor,12067
2019-12-12,2019,5,NA,Adolfo Pinheiro,13156
2019-12-12,2019,5,NA,Alto da Boa Vista,6489
2019-12-12,2019,5,NA,Borba Gato,14409
2019-12-12,2019,5,NA,Brooklin,19938
2019-12-12,2019,5,NA,Campo Belo,11195
2019-12-12,2019,5,NA,Campo Limpo,43697
2019-12-12,2019,5,NA,Capão Redondo,100943
2019-12-12,2019,5,NA,Chácara Klabin,86867
2019-12-12,2019,5,NA,Eucaliptos,22368
2019-12-12,2019,5,NA,Giovanni Gronchi,27434
2019-12-12,2019,5,NA,Hospital São Paulo,12191
2019-12-12,2019,5,NA,Largo Treze,38444
2019-12-12,2019,5,NA,Moema,21379
2019-12-12,2019,5,NA,Santa Cruz,79492
2019-12-12,2019,5,NA,Santo Amaro,101804
2019-12-12,2019,5,NA,Vila das Belezas,14860
2019-12-13,2019,4,NA,Butantã,54671
2019-12-13,2019,4,NA,Faria Lima,48905
2019-12-13,2019,4,NA,Fradique Coutinho,21144
2019-12-13,2019,4,NA,Higienópolis - Mackenzie,24359
2019-12-13,2019,4,NA,Luz,8124
2019-12-13,2019,4,NA,Oscar Freire,26108
2019-12-13,2019,4,NA,Paulista,28602
2019-12-13,2019,4,NA,Pinheiros,11408
2019-12-13,2019,4,NA,São Paulo - Morumbi,55193
2019-12-13,2019,5,NA,AACD-Servidor,11786
2019-12-13,2019,5,NA,Adolfo Pinheiro,13484
2019-12-13,2019,5,NA,Alto da Boa Vista,6244
2019-12-13,2019,5,NA,Borba Gato,13203
2019-12-13,2019,5,NA,Brooklin,19538
2019-12-13,2019,5,NA,Campo Belo,10925
2019-12-13,2019,5,NA,Campo Limpo,44457
2019-12-13,2019,5,NA,Capão Redondo,102931
2019-12-13,2019,5,NA,Chácara Klabin,85075
2019-12-13,2019,5,NA,Eucaliptos,22777
2019-12-13,2019,5,NA,Giovanni Gronchi,28138
2019-12-13,2019,5,NA,Hospital São Paulo,11489
2019-12-13,2019,5,NA,Largo Treze,38359
2019-12-13,2019,5,NA,Moema,21388
2019-12-13,2019,5,NA,Santa Cruz,81126
2019-12-13,2019,5,NA,Santo Amaro,101363
2019-12-13,2019,5,NA,Vila das Belezas,14996
2019-12-14,2019,4,NA,Butantã,33869
2019-12-14,2019,4,NA,Faria Lima,20052
2019-12-14,2019,4,NA,Fradique Coutinho,11382
2019-12-14,2019,4,NA,Higienópolis - Mackenzie,12596
2019-12-14,2019,4,NA,Luz,5279
2019-12-14,2019,4,NA,Oscar Freire,12264
2019-12-14,2019,4,NA,Paulista,9948
2019-12-14,2019,4,NA,Pinheiros,3379
2019-12-14,2019,4,NA,São Paulo - Morumbi,33641
2019-12-14,2019,5,NA,AACD-Servidor,4758
2019-12-14,2019,5,NA,Adolfo Pinheiro,8146
2019-12-14,2019,5,NA,Alto da Boa Vista,2631
2019-12-14,2019,5,NA,Borba Gato,3801
2019-12-14,2019,5,NA,Brooklin,7682
2019-12-14,2019,5,NA,Campo Belo,4582
2019-12-14,2019,5,NA,Campo Limpo,31421
2019-12-14,2019,5,NA,Capão Redondo,70300
2019-12-14,2019,5,NA,Chácara Klabin,38515
2019-12-14,2019,5,NA,Eucaliptos,13736
2019-12-14,2019,5,NA,Giovanni Gronchi,17492
2019-12-14,2019,5,NA,Hospital São Paulo,4302
2019-12-14,2019,5,NA,Largo Treze,30941
2019-12-14,2019,5,NA,Moema,9264
2019-12-14,2019,5,NA,Santa Cruz,52414
2019-12-14,2019,5,NA,Santo Amaro,57582
2019-12-14,2019,5,NA,Vila das Belezas,10638
2019-12-15,2019,4,NA,Butantã,22203
2019-12-15,2019,4,NA,Faria Lima,13378
2019-12-15,2019,4,NA,Fradique Coutinho,7752
2019-12-15,2019,4,NA,Higienópolis - Mackenzie,11137
2019-12-15,2019,4,NA,Luz,3187
2019-12-15,2019,4,NA,Oscar Freire,7356
2019-12-15,2019,4,NA,Paulista,8593
2019-12-15,2019,4,NA,Pinheiros,2327
2019-12-15,2019,4,NA,São Paulo - Morumbi,26155
2019-12-15,2019,5,NA,AACD-Servidor,4393
2019-12-15,2019,5,NA,Adolfo Pinheiro,3835
2019-12-15,2019,5,NA,Alto da Boa Vista,1254
2019-12-15,2019,5,NA,Borba Gato,1939
2019-12-15,2019,5,NA,Brooklin,4331
2019-12-15,2019,5,NA,Campo Belo,2584
2019-12-15,2019,5,NA,Campo Limpo,18863
2019-12-15,2019,5,NA,Capão Redondo,40736
2019-12-15,2019,5,NA,Chácara Klabin,26364
2019-12-15,2019,5,NA,Eucaliptos,8078
2019-12-15,2019,5,NA,Giovanni Gronchi,10838
2019-12-15,2019,5,NA,Hospital São Paulo,2468
2019-12-15,2019,5,NA,Largo Treze,13572
2019-12-15,2019,5,NA,Moema,5292
2019-12-15,2019,5,NA,Santa Cruz,33104
2019-12-15,2019,5,NA,Santo Amaro,33556
2019-12-15,2019,5,NA,Vila das Belezas,6270
2019-12-16,2019,4,NA,Butantã,50958
2019-12-16,2019,4,NA,Faria Lima,46010
2019-12-16,2019,4,NA,Fradique Coutinho,19710
2019-12-16,2019,4,NA,Higienópolis - Mackenzie,21389
2019-12-16,2019,4,NA,Luz,7608
2019-12-16,2019,4,NA,Oscar Freire,24229
2019-12-16,2019,4,NA,Paulista,27799
2019-12-16,2019,4,NA,Pinheiros,10951
2019-12-16,2019,4,NA,São Paulo - Morumbi,51761
2019-12-16,2019,5,NA,AACD-Servidor,12064
2019-12-16,2019,5,NA,Adolfo Pinheiro,12334
2019-12-16,2019,5,NA,Alto da Boa Vista,6114
2019-12-16,2019,5,NA,Borba Gato,12431
2019-12-16,2019,5,NA,Brooklin,18541
2019-12-16,2019,5,NA,Campo Belo,10339
2019-12-16,2019,5,NA,Campo Limpo,39727
2019-12-16,2019,5,NA,Capão Redondo,98405
2019-12-16,2019,5,NA,Chácara Klabin,80594
2019-12-16,2019,5,NA,Eucaliptos,21048
2019-12-16,2019,5,NA,Giovanni Gronchi,26622
2019-12-16,2019,5,NA,Hospital São Paulo,11474
2019-12-16,2019,5,NA,Largo Treze,37077
2019-12-16,2019,5,NA,Moema,20209
2019-12-16,2019,5,NA,Santa Cruz,77815
2019-12-16,2019,5,NA,Santo Amaro,96134
2019-12-16,2019,5,NA,Vila das Belezas,14280
2019-12-17,2019,4,NA,Butantã,49157
2019-12-17,2019,4,NA,Faria Lima,46637
2019-12-17,2019,4,NA,Fradique Coutinho,20636
2019-12-17,2019,4,NA,Higienópolis - Mackenzie,22087
2019-12-17,2019,4,NA,Luz,7639
2019-12-17,2019,4,NA,Oscar Freire,25639
2019-12-17,2019,4,NA,Paulista,28299
2019-12-17,2019,4,NA,Pinheiros,11544
2019-12-17,2019,4,NA,São Paulo - Morumbi,52378
2019-12-17,2019,5,NA,AACD-Servidor,12497
2019-12-17,2019,5,NA,Adolfo Pinheiro,12180
2019-12-17,2019,5,NA,Alto da Boa Vista,6319
2019-12-17,2019,5,NA,Borba Gato,12776
2019-12-17,2019,5,NA,Brooklin,18931
2019-12-17,2019,5,NA,Campo Belo,10653
2019-12-17,2019,5,NA,Campo Limpo,42232
2019-12-17,2019,5,NA,Capão Redondo,98726
2019-12-17,2019,5,NA,Chácara Klabin,81450
2019-12-17,2019,5,NA,Eucaliptos,22279
2019-12-17,2019,5,NA,Giovanni Gronchi,26466
2019-12-17,2019,5,NA,Hospital São Paulo,11622
2019-12-17,2019,5,NA,Largo Treze,36344
2019-12-17,2019,5,NA,Moema,20973
2019-12-17,2019,5,NA,Santa Cruz,78841
2019-12-17,2019,5,NA,Santo Amaro,98330
2019-12-17,2019,5,NA,Vila das Belezas,14067
2019-12-18,2019,4,NA,Butantã,49834
2019-12-18,2019,4,NA,Faria Lima,46100
2019-12-18,2019,4,NA,Fradique Coutinho,20640
2019-12-18,2019,4,NA,Higienópolis - Mackenzie,22093
2019-12-18,2019,4,NA,Luz,7334
2019-12-18,2019,4,NA,Oscar Freire,25136
2019-12-18,2019,4,NA,Paulista,26778
2019-12-18,2019,4,NA,Pinheiros,11251
2019-12-18,2019,4,NA,São Paulo - Morumbi,51186
2019-12-18,2019,5,NA,AACD-Servidor,11792
2019-12-18,2019,5,NA,Adolfo Pinheiro,12097
2019-12-18,2019,5,NA,Alto da Boa Vista,6178
2019-12-18,2019,5,NA,Borba Gato,12137
2019-12-18,2019,5,NA,Brooklin,18417
2019-12-18,2019,5,NA,Campo Belo,10126
2019-12-18,2019,5,NA,Campo Limpo,42431
2019-12-18,2019,5,NA,Capão Redondo,97895
2019-12-18,2019,5,NA,Chácara Klabin,79468
2019-12-18,2019,5,NA,Eucaliptos,21939
2019-12-18,2019,5,NA,Giovanni Gronchi,26868
2019-12-18,2019,5,NA,Hospital São Paulo,11283
2019-12-18,2019,5,NA,Largo Treze,36912
2019-12-18,2019,5,NA,Moema,20211
2019-12-18,2019,5,NA,Santa Cruz,77573
2019-12-18,2019,5,NA,Santo Amaro,96877
2019-12-18,2019,5,NA,Vila das Belezas,14121
2019-12-19,2019,4,NA,Butantã,49839
2019-12-19,2019,4,NA,Faria Lima,44862
2019-12-19,2019,4,NA,Fradique Coutinho,20456
2019-12-19,2019,4,NA,Higienópolis - Mackenzie,21999
2019-12-19,2019,4,NA,Luz,7421
2019-12-19,2019,4,NA,Oscar Freire,25476
2019-12-19,2019,4,NA,Paulista,27881
2019-12-19,2019,4,NA,Pinheiros,10849
2019-12-19,2019,4,NA,São Paulo - Morumbi,52119
2019-12-19,2019,5,NA,AACD-Servidor,11536
2019-12-19,2019,5,NA,Adolfo Pinheiro,12010
2019-12-19,2019,5,NA,Alto da Boa Vista,6139
2019-12-19,2019,5,NA,Borba Gato,12156
2019-12-19,2019,5,NA,Brooklin,17949
2019-12-19,2019,5,NA,Campo Belo,10371
2019-12-19,2019,5,NA,Campo Limpo,42975
2019-12-19,2019,5,NA,Capão Redondo,99126
2019-12-19,2019,5,NA,Chácara Klabin,79191
2019-12-19,2019,5,NA,Eucaliptos,22579
2019-12-19,2019,5,NA,Giovanni Gronchi,26662
2019-12-19,2019,5,NA,Hospital São Paulo,10787
2019-12-19,2019,5,NA,Largo Treze,37976
2019-12-19,2019,5,NA,Moema,20084
2019-12-19,2019,5,NA,Santa Cruz,78026
2019-12-19,2019,5,NA,Santo Amaro,95758
2019-12-19,2019,5,NA,Vila das Belezas,14157
2019-12-20,2019,4,NA,Butantã,51757
2019-12-20,2019,4,NA,Faria Lima,47091
2019-12-20,2019,4,NA,Fradique Coutinho,20001
2019-12-20,2019,4,NA,Higienópolis - Mackenzie,21080
2019-12-20,2019,4,NA,Luz,7526
2019-12-20,2019,4,NA,Oscar Freire,24333
2019-12-20,2019,4,NA,Paulista,27383
2019-12-20,2019,4,NA,Pinheiros,10946
2019-12-20,2019,4,NA,São Paulo - Morumbi,53757
2019-12-20,2019,5,NA,AACD-Servidor,11051
2019-12-20,2019,5,NA,Adolfo Pinheiro,12312
2019-12-20,2019,5,NA,Alto da Boa Vista,5803
2019-12-20,2019,5,NA,Borba Gato,11304
2019-12-20,2019,5,NA,Brooklin,17822
2019-12-20,2019,5,NA,Campo Belo,10155
2019-12-20,2019,5,NA,Campo Limpo,45229
2019-12-20,2019,5,NA,Capão Redondo,103504
2019-12-20,2019,5,NA,Chácara Klabin,83798
2019-12-20,2019,5,NA,Eucaliptos,22789
2019-12-20,2019,5,NA,Giovanni Gronchi,27717
2019-12-20,2019,5,NA,Hospital São Paulo,9556
2019-12-20,2019,5,NA,Largo Treze,41744
2019-12-20,2019,5,NA,Moema,19626
2019-12-20,2019,5,NA,Santa Cruz,81887
2019-12-20,2019,5,NA,Santo Amaro,101989
2019-12-20,2019,5,NA,Vila das Belezas,14747
2019-12-21,2019,4,NA,Butantã,27446
2019-12-21,2019,4,NA,Faria Lima,19621
2019-12-21,2019,4,NA,Fradique Coutinho,10213
2019-12-21,2019,4,NA,Higienópolis - Mackenzie,11089
2019-12-21,2019,4,NA,Luz,5107
2019-12-21,2019,4,NA,Oscar Freire,11010
2019-12-21,2019,4,NA,Paulista,8952
2019-12-21,2019,4,NA,Pinheiros,2983
2019-12-21,2019,4,NA,São Paulo - Morumbi,31852
2019-12-21,2019,5,NA,AACD-Servidor,4859
2019-12-21,2019,5,NA,Adolfo Pinheiro,7911
2019-12-21,2019,5,NA,Alto da Boa Vista,2336
2019-12-21,2019,5,NA,Borba Gato,3302
2019-12-21,2019,5,NA,Brooklin,6748
2019-12-21,2019,5,NA,Campo Belo,3977
2019-12-21,2019,5,NA,Campo Limpo,32465
2019-12-21,2019,5,NA,Capão Redondo,71721
2019-12-21,2019,5,NA,Chácara Klabin,34228
2019-12-21,2019,5,NA,Eucaliptos,12710
2019-12-21,2019,5,NA,Giovanni Gronchi,16909
2019-12-21,2019,5,NA,Hospital São Paulo,3450
2019-12-21,2019,5,NA,Largo Treze,35094
2019-12-21,2019,5,NA,Moema,8349
2019-12-21,2019,5,NA,Santa Cruz,48067
2019-12-21,2019,5,NA,Santo Amaro,58044
2019-12-21,2019,5,NA,Vila das Belezas,11334
2019-12-22,2019,4,NA,Butantã,17982
2019-12-22,2019,4,NA,Faria Lima,11317
2019-12-22,2019,4,NA,Fradique Coutinho,6579
2019-12-22,2019,4,NA,Higienópolis - Mackenzie,7166
2019-12-22,2019,4,NA,Luz,2869
2019-12-22,2019,4,NA,Oscar Freire,6592
2019-12-22,2019,4,NA,Paulista,7112
2019-12-22,2019,4,NA,Pinheiros,1676
2019-12-22,2019,4,NA,São Paulo - Morumbi,18643
2019-12-22,2019,5,NA,AACD-Servidor,4336
2019-12-22,2019,5,NA,Adolfo Pinheiro,3692
2019-12-22,2019,5,NA,Alto da Boa Vista,1095
2019-12-22,2019,5,NA,Borba Gato,1541
2019-12-22,2019,5,NA,Brooklin,3977
2019-12-22,2019,5,NA,Campo Belo,2277
2019-12-22,2019,5,NA,Campo Limpo,19748
2019-12-22,2019,5,NA,Capão Redondo,41504
2019-12-22,2019,5,NA,Chácara Klabin,22146
2019-12-22,2019,5,NA,Eucaliptos,8466
2019-12-22,2019,5,NA,Giovanni Gronchi,11212
2019-12-22,2019,5,NA,Hospital São Paulo,2061
2019-12-22,2019,5,NA,Largo Treze,15562
2019-12-22,2019,5,NA,Moema,4954
2019-12-22,2019,5,NA,Santa Cruz,30214
2019-12-22,2019,5,NA,Santo Amaro,34386
2019-12-22,2019,5,NA,Vila das Belezas,6623
2019-12-23,2019,4,NA,Butantã,35172
2019-12-23,2019,4,NA,Faria Lima,29379
2019-12-23,2019,4,NA,Fradique Coutinho,10902
2019-12-23,2019,4,NA,Higienópolis - Mackenzie,12276
2019-12-23,2019,4,NA,Luz,5673
2019-12-23,2019,4,NA,Oscar Freire,16291
2019-12-23,2019,4,NA,Paulista,17058
2019-12-23,2019,4,NA,Pinheiros,6544
2019-12-23,2019,4,NA,São Paulo - Morumbi,37021
2019-12-23,2019,5,NA,AACD-Servidor,6116
2019-12-23,2019,5,NA,Adolfo Pinheiro,10527
2019-12-23,2019,5,NA,Alto da Boa Vista,3886
2019-12-23,2019,5,NA,Borba Gato,6668
2019-12-23,2019,5,NA,Brooklin,11587
2019-12-23,2019,5,NA,Campo Belo,6520
2019-12-23,2019,5,NA,Campo Limpo,36859
2019-12-23,2019,5,NA,Capão Redondo,85318
2019-12-23,2019,5,NA,Chácara Klabin,51600
2019-12-23,2019,5,NA,Eucaliptos,16213
2019-12-23,2019,5,NA,Giovanni Gronchi,21395
2019-12-23,2019,5,NA,Hospital São Paulo,5802
2019-12-23,2019,5,NA,Largo Treze,39016
2019-12-23,2019,5,NA,Moema,12997
2019-12-23,2019,5,NA,Santa Cruz,58759
2019-12-23,2019,5,NA,Santo Amaro,79915
2019-12-23,2019,5,NA,Vila das Belezas,12376
2019-12-24,2019,4,NA,Butantã,19364
2019-12-24,2019,4,NA,Faria Lima,13405
2019-12-24,2019,4,NA,Fradique Coutinho,4675
2019-12-24,2019,4,NA,Higienópolis - Mackenzie,6632
2019-12-24,2019,4,NA,Luz,3140
2019-12-24,2019,4,NA,Oscar Freire,8665
2019-12-24,2019,4,NA,Paulista,8253
2019-12-24,2019,4,NA,Pinheiros,2800
2019-12-24,2019,4,NA,São Paulo - Morumbi,20102
2019-12-24,2019,5,NA,AACD-Servidor,2921
2019-12-24,2019,5,NA,Adolfo Pinheiro,4271
2019-12-24,2019,5,NA,Alto da Boa Vista,1514
2019-12-24,2019,5,NA,Borba Gato,2299
2019-12-24,2019,5,NA,Brooklin,5633
2019-12-24,2019,5,NA,Campo Belo,3080
2019-12-24,2019,5,NA,Campo Limpo,23646
2019-12-24,2019,5,NA,Capão Redondo,52775
2019-12-24,2019,5,NA,Chácara Klabin,26997
2019-12-24,2019,5,NA,Eucaliptos,8364
2019-12-24,2019,5,NA,Giovanni Gronchi,13389
2019-12-24,2019,5,NA,Hospital São Paulo,2597
2019-12-24,2019,5,NA,Largo Treze,21247
2019-12-24,2019,5,NA,Moema,6413
2019-12-24,2019,5,NA,Santa Cruz,33380
2019-12-24,2019,5,NA,Santo Amaro,46691
2019-12-24,2019,5,NA,Vila das Belezas,8617
2019-12-25,2019,4,NA,Butantã,10709
2019-12-25,2019,4,NA,Faria Lima,4162
2019-12-25,2019,4,NA,Fradique Coutinho,1796
2019-12-25,2019,4,NA,Higienópolis - Mackenzie,2558
2019-12-25,2019,4,NA,Luz,1360
2019-12-25,2019,4,NA,Oscar Freire,2727
2019-12-25,2019,4,NA,Paulista,2894
2019-12-25,2019,4,NA,Pinheiros,964
2019-12-25,2019,4,NA,São Paulo - Morumbi,11364
2019-12-25,2019,5,NA,AACD-Servidor,2971
2019-12-25,2019,5,NA,Adolfo Pinheiro,1455
2019-12-25,2019,5,NA,Alto da Boa Vista,627
2019-12-25,2019,5,NA,Borba Gato,775
2019-12-25,2019,5,NA,Brooklin,2417
2019-12-25,2019,5,NA,Campo Belo,1160
2019-12-25,2019,5,NA,Campo Limpo,10538
2019-12-25,2019,5,NA,Capão Redondo,24980
2019-12-25,2019,5,NA,Chácara Klabin,13021
2019-12-25,2019,5,NA,Eucaliptos,2415
2019-12-25,2019,5,NA,Giovanni Gronchi,6065
2019-12-25,2019,5,NA,Hospital São Paulo,1172
2019-12-25,2019,5,NA,Largo Treze,6591
2019-12-25,2019,5,NA,Moema,2455
2019-12-25,2019,5,NA,Santa Cruz,19310
2019-12-25,2019,5,NA,Santo Amaro,21235
2019-12-25,2019,5,NA,Vila das Belezas,3848
2019-12-26,2019,4,NA,Butantã,32231
2019-12-26,2019,4,NA,Faria Lima,27663
2019-12-26,2019,4,NA,Fradique Coutinho,10277
2019-12-26,2019,4,NA,Higienópolis - Mackenzie,11731
2019-12-26,2019,4,NA,Luz,4969
2019-12-26,2019,4,NA,Oscar Freire,15751
2019-12-26,2019,4,NA,Paulista,18419
2019-12-26,2019,4,NA,Pinheiros,7257
2019-12-26,2019,4,NA,São Paulo - Morumbi,34759
2019-12-26,2019,5,NA,AACD-Servidor,8458
2019-12-26,2019,5,NA,Adolfo Pinheiro,7592
2019-12-26,2019,5,NA,Alto da Boa Vista,3379
2019-12-26,2019,5,NA,Borba Gato,6806
2019-12-26,2019,5,NA,Brooklin,11216
2019-12-26,2019,5,NA,Campo Belo,6239
2019-12-26,2019,5,NA,Campo Limpo,32244
2019-12-26,2019,5,NA,Capão Redondo,74835
2019-12-26,2019,5,NA,Chácara Klabin,50801
2019-12-26,2019,5,NA,Eucaliptos,14364
2019-12-26,2019,5,NA,Giovanni Gronchi,19376
2019-12-26,2019,5,NA,Hospital São Paulo,5419
2019-12-26,2019,5,NA,Largo Treze,28015
2019-12-26,2019,5,NA,Moema,11969
2019-12-26,2019,5,NA,Santa Cruz,54470
2019-12-26,2019,5,NA,Santo Amaro,73944
2019-12-26,2019,5,NA,Vila das Belezas,10469
2019-12-27,2019,4,NA,Butantã,34044
2019-12-27,2019,4,NA,Faria Lima,30086
2019-12-27,2019,4,NA,Fradique Coutinho,10667
2019-12-27,2019,4,NA,Higienópolis - Mackenzie,12908
2019-12-27,2019,4,NA,Luz,5521
2019-12-27,2019,4,NA,Oscar Freire,16256
2019-12-27,2019,4,NA,Paulista,19223
2019-12-27,2019,4,NA,Pinheiros,7401
2019-12-27,2019,4,NA,São Paulo - Morumbi,37301
2019-12-27,2019,5,NA,AACD-Servidor,8458
2019-12-27,2019,5,NA,Adolfo Pinheiro,8114
2019-12-27,2019,5,NA,Alto da Boa Vista,3468
2019-12-27,2019,5,NA,Borba Gato,6576
2019-12-27,2019,5,NA,Brooklin,11402
2019-12-27,2019,5,NA,Campo Belo,6169
2019-12-27,2019,5,NA,Campo Limpo,34108
2019-12-27,2019,5,NA,Capão Redondo,78143
2019-12-27,2019,5,NA,Chácara Klabin,51879
2019-12-27,2019,5,NA,Eucaliptos,15010
2019-12-27,2019,5,NA,Giovanni Gronchi,20427
2019-12-27,2019,5,NA,Hospital São Paulo,5463
2019-12-27,2019,5,NA,Largo Treze,30658
2019-12-27,2019,5,NA,Moema,12495
2019-12-27,2019,5,NA,Santa Cruz,54601
2019-12-27,2019,5,NA,Santo Amaro,75651
2019-12-27,2019,5,NA,Vila das Belezas,11017
2019-12-28,2019,4,NA,Butantã,20943
2019-12-28,2019,4,NA,Faria Lima,13299
2019-12-28,2019,4,NA,Fradique Coutinho,6513
2019-12-28,2019,4,NA,Higienópolis - Mackenzie,7957
2019-12-28,2019,4,NA,Luz,3724
2019-12-28,2019,4,NA,Oscar Freire,8550
2019-12-28,2019,4,NA,Paulista,7522
2019-12-28,2019,4,NA,Pinheiros,2246
2019-12-28,2019,4,NA,São Paulo - Morumbi,22953
2019-12-28,2019,5,NA,AACD-Servidor,4925
2019-12-28,2019,5,NA,Adolfo Pinheiro,5090
2019-12-28,2019,5,NA,Alto da Boa Vista,1636
2019-12-28,2019,5,NA,Borba Gato,2274
2019-12-28,2019,5,NA,Brooklin,5149
2019-12-28,2019,5,NA,Campo Belo,2933
2019-12-28,2019,5,NA,Campo Limpo,24269
2019-12-28,2019,5,NA,Capão Redondo,53876
2019-12-28,2019,5,NA,Chácara Klabin,27075
2019-12-28,2019,5,NA,Eucaliptos,9471
2019-12-28,2019,5,NA,Giovanni Gronchi,13228
2019-12-28,2019,5,NA,Hospital São Paulo,2711
2019-12-28,2019,5,NA,Largo Treze,22961
2019-12-28,2019,5,NA,Moema,6403
2019-12-28,2019,5,NA,Santa Cruz,35498
2019-12-28,2019,5,NA,Santo Amaro,45373
2019-12-28,2019,5,NA,Vila das Belezas,8188
2019-12-29,2019,4,NA,Butantã,12695
2019-12-29,2019,4,NA,Faria Lima,7361
2019-12-29,2019,4,NA,Fradique Coutinho,4105
2019-12-29,2019,4,NA,Higienópolis - Mackenzie,5457
2019-12-29,2019,4,NA,Luz,2060
2019-12-29,2019,4,NA,Oscar Freire,4940
2019-12-29,2019,4,NA,Paulista,6497
2019-12-29,2019,4,NA,Pinheiros,1280
2019-12-29,2019,4,NA,São Paulo - Morumbi,14092
2019-12-29,2019,5,NA,AACD-Servidor,4340
2019-12-29,2019,5,NA,Adolfo Pinheiro,2278
2019-12-29,2019,5,NA,Alto da Boa Vista,879
2019-12-29,2019,5,NA,Borba Gato,1120
2019-12-29,2019,5,NA,Brooklin,3073
2019-12-29,2019,5,NA,Campo Belo,1661
2019-12-29,2019,5,NA,Campo Limpo,14747
2019-12-29,2019,5,NA,Capão Redondo,31796
2019-12-29,2019,5,NA,Chácara Klabin,17990
2019-12-29,2019,5,NA,Eucaliptos,5377
2019-12-29,2019,5,NA,Giovanni Gronchi,8410
2019-12-29,2019,5,NA,Hospital São Paulo,1788
2019-12-29,2019,5,NA,Largo Treze,9782
2019-12-29,2019,5,NA,Moema,3946
2019-12-29,2019,5,NA,Santa Cruz,23073
2019-12-29,2019,5,NA,Santo Amaro,25981
2019-12-29,2019,5,NA,Vila das Belezas,5054
2019-12-30,2019,4,NA,Butantã,26281
2019-12-30,2019,4,NA,Faria Lima,20322
2019-12-30,2019,4,NA,Fradique Coutinho,6914
